,mean,sd,q05,q95,threshold,probability,FDR
CT62,0.4779048,0.29766473,0.016808280348777772,0.981783077120781,1,0.045,0.5945379236670919
OR5C1,-0.34524596,0.40492374,-0.9639488667249679,0.33428673446178364,1,0.045,0.5945379236670919
ISOC1,-0.17394386,0.47832894,-0.906285634636879,0.6703806519508358,1,0.045,0.5945379236670919
CEBPE,0.5400881,0.26698157,0.09120175242424011,0.9848995208740233,1,0.045,0.5945379236670919
YTHDF1,-0.06591602,0.48574102,-0.8002702862024307,0.8048504590988158,1,0.045,0.5945379236670919
MAML1,-0.24334526,0.4617249,-0.9294873744249343,0.593965047597885,1,0.045,0.5945379236670919
BPHL,0.036492936,0.4804553,-0.6889385163784026,0.87916564643383,1,0.045,0.5945379236670919
VRK2,0.37985957,0.35805568,-0.16759409606456757,0.986878991127014,1,0.045,0.5945379236670919
TFEC,0.35482818,0.37685624,-0.26983296126127243,0.9800064831972122,1,0.045,0.5945379236670919
SLC41A1,0.38131875,0.37062156,-0.228428316116333,0.9671836346387861,1,0.045,0.5945379236670919
OR5M8,-0.09922162,0.51918554,-0.8736572533845901,0.8262076556682585,1,0.045,0.5945379236670919
ILKAP,-0.6116505,0.24924678,-0.980483341217041,-0.16752423197031033,1,0.045,0.5945379236670919
LEMD2,0.25554278,0.43069366,-0.4509269654750824,0.9545727252960201,1,0.045,0.5945379236670919
GFRA4,-0.4011547,0.38981828,-0.9890950351953507,0.25167929828166924,1,0.045,0.5945379236670919
POLR3D,0.3629089,0.35328984,-0.18025310039520262,0.9706779509782787,1,0.045,0.5945379236670919
CCN3,0.17837381,0.44037437,-0.49654320478439334,0.9675873279571529,1,0.045,0.5945379236670919
PTPN6,-0.46468186,0.3510703,-0.9891226589679718,0.14296900928020462,1,0.045,0.5945379236670919
PRSS41,-0.4965374,0.3208242,-0.9931870162487031,0.06606990396976435,1,0.045,0.5945379236670919
NFASC,0.6270351,0.21547283,0.26217503249645235,0.9904216468334197,1,0.045,0.5945379236670919
TIMM10,-0.17866424,0.49838734,-0.9127426743507384,0.688219293951988,1,0.045,0.5945379236670919
IDS,0.47040647,0.3101574,-0.05364477597177029,0.9771792948246001,1,0.045,0.5945379236670919
ARSH,-0.42124864,0.3773672,-0.9843167722225189,0.23875101208686803,1,0.045,0.5945379236670919
MRPS36,0.2536756,0.41747192,-0.39649461805820463,0.9805053025484082,1,0.045,0.5945379236670919
ZNF880,0.14701729,0.47040167,-0.5894777506589889,0.9636677563190459,1,0.045,0.5945379236670919
SLC19A2,-0.46309733,0.33308962,-0.9911573052406311,0.09261299148201863,1,0.045,0.5945379236670919
RTTN,-0.28707427,0.46301514,-0.9443366557359696,0.5573497384786604,1,0.045,0.5945379236670919
SFMBT2,0.36916894,0.37162742,-0.20773883163928986,0.976709398627281,1,0.045,0.5945379236670919
DVL3,-0.27528915,0.43864068,-0.961280471086502,0.47712422311305974,1,0.045,0.5945379236670919
GABRB3,0.108159766,0.49548373,-0.6270535111427308,0.9567509651184077,1,0.045,0.5945379236670919
ZNF800,-0.34099463,0.42086995,-0.9700834035873414,0.4205901250243187,1,0.045,0.5945379236670919
FBXO16,0.26547027,0.42002082,-0.3894948422908783,0.9575368911027908,1,0.045,0.5945379236670919
ZKSCAN2,-0.14110495,0.5038942,-0.9014734238386154,0.738056334853172,1,0.045,0.5945379236670919
C7orf61,0.24565972,0.43174517,-0.4456300288438797,0.9703050166368482,1,0.045,0.5945379236670919
BLID,-0.34486252,0.41613778,-0.9505360186100006,0.3907439708709716,1,0.045,0.5945379236670919
"CDK11A,CDK11B",-0.09039716,0.51487654,-0.8665669709444046,0.8090752005577087,1,0.045,0.5945379236670919
VN1R4,0.39847672,0.36113834,-0.20980820804834366,0.9717892915010451,1,0.045,0.5945379236670919
KCNA5,-0.25532565,0.44344088,-0.9460532575845719,0.5173805892467499,1,0.045,0.5945379236670919
CNTNAP1,0.28962144,0.3925603,-0.2957141399383545,0.9858821868896483,1,0.045,0.5945379236670919
C12orf45,0.6689216,0.20561133,0.3240135684609413,0.9928811371326446,1,0.045,0.5945379236670919
TLR10,-0.27728185,0.44551247,-0.9402834653854371,0.49446420073509195,1,0.045,0.5945379236670919
C1orf53,0.40703115,0.33573148,-0.14931890070438386,0.9739988505840301,1,0.045,0.5945379236670919
DRICH1,0.43559948,0.33612332,-0.0866026498377323,0.9766320228576658,1,0.045,0.5945379236670919
RTP4,0.40764603,0.33478597,-0.13276431262493132,0.9678443521261213,1,0.045,0.5945379236670919
ESRP1,0.25348544,0.40987104,-0.3603244468569755,0.9842388570308684,1,0.045,0.5945379236670919
WDYHV1,0.6305852,0.21036024,0.2656758829951286,0.9734807789325712,1,0.045,0.5945379236670919
HNRNPLL,0.1337056,0.48263025,-0.6103556513786316,0.9582396864891052,1,0.045,0.5945379236670919
A3GALT2,0.3979646,0.36768666,-0.18992184698581696,0.98213811814785,1,0.045,0.5945379236670919
BLNK,0.4176741,0.35017654,-0.1378990828990936,0.9852672368288037,1,0.045,0.5945379236670919
MYO16,0.5994119,0.2408524,0.21552716717123985,0.9920333862304686,1,0.045,0.5945379236670919
MAPK13,0.25798875,0.43459967,-0.4546593353152275,0.986900633573532,1,0.045,0.5945379236670919
SETDB1,0.177861,0.44279134,-0.5231550186872482,0.9792632192373274,1,0.045,0.5945379236670919
MUC5B,-0.35147887,0.432534,-0.9765642583370209,0.5083373963832853,1,0.045,0.5945379236670919
TNFAIP6,-0.2564216,0.45244336,-0.9526505649089813,0.5328839153051375,1,0.045,0.5945379236670919
GOLGA6L2,-0.23088144,0.46404773,-0.9367541700601577,0.6265008032321923,1,0.045,0.5945379236670919
SLC13A1,0.58653957,0.25083268,0.17220079302787783,0.9936771064996719,1,0.045,0.5945379236670919
PDK1,0.32531998,0.3829007,-0.28212577402591704,0.9661221623420714,1,0.045,0.5945379236670919
CDH8,0.15823881,0.4988758,-0.6444729000329971,0.9545720309019089,1,0.045,0.5945379236670919
DIPK1A,-0.29976737,0.43814722,-0.9609180569648743,0.4342945218086242,1,0.045,0.5945379236670919
KLF15,0.17467284,0.4643132,-0.5972174376249313,0.95849440395832,1,0.045,0.5945379236670919
TXNRD2,0.14646041,0.4652245,-0.5722963720560074,0.9612506985664366,1,0.045,0.5945379236670919
SERPINF1,-0.3930356,0.3827863,-0.9770805895328523,0.26426629275083535,1,0.045,0.5945379236670919
MTTP,0.23850277,0.4360333,-0.4606223315000534,0.983327430486679,1,0.045,0.5945379236670919
IL1R1,0.35982075,0.3637764,-0.22474172711372373,0.9903408050537109,1,0.045,0.5945379236670919
HECW2,-0.40966082,0.38021827,-0.990173727273941,0.23522823154926284,1,0.045,0.5945379236670919
"HS3ST3A1,HS3ST3B1",0.20880134,0.43758538,-0.47133082747459415,0.9496801555156703,1,0.045,0.5945379236670919
ZZEF1,-0.2922731,0.44703507,-0.9549872368574142,0.49115299880504587,1,0.045,0.5945379236670919
PLEKHG6,-0.24006894,0.45040795,-0.9248850256204605,0.535634598135948,1,0.044,0.5972554216867522
GALNT6,-0.20120741,0.47681043,-0.9087893515825272,0.6654291719198226,1,0.044,0.5972554216867522
AMER3,-0.37941018,0.40678495,-0.9763781875371933,0.3064061105251312,1,0.044,0.5972554216867522
ARID3B,0.21128151,0.44514778,-0.5016820758581162,0.9650052785873413,1,0.044,0.5972554216867522
RYBP,-0.17355478,0.48623118,-0.921067550778389,0.6802510380744933,1,0.044,0.5972554216867522
TRARG1,-0.25478467,0.4498373,-0.9519757151603698,0.5438248097896575,1,0.044,0.5972554216867522
"PCYT2,NPB",0.44399637,0.3176807,-0.07580065131187437,0.9857528567314147,1,0.044,0.5972554216867522
PLEKHH3,0.22067994,0.42358074,-0.4623415142297745,0.9624627918004989,1,0.044,0.5972554216867522
RGL4,-0.35256484,0.4010264,-0.9555738508701324,0.36634002029895774,1,0.044,0.5972554216867522
LMLN2,-0.5161074,0.30475885,-0.988852247595787,0.019965095818042726,1,0.044,0.5972554216867522
GEMIN2,-0.3013615,0.43481836,-0.9592686951160431,0.5068466722965238,1,0.044,0.5972554216867522
TNFRSF8,0.38114828,0.38143548,-0.2583724960684776,0.9832239985466004,1,0.044,0.5972554216867522
GCA,-0.18718417,0.46883336,-0.9118118017911911,0.6266780406236642,1,0.044,0.5972554216867522
RHBDL2,-0.32817608,0.42605728,-0.9770153015851974,0.4530698210000989,1,0.044,0.5972554216867522
CSF2,0.21111903,0.43994036,-0.45498115420341495,0.9449863612651821,1,0.044,0.5972554216867522
ARHGDIB,0.19851741,0.4553753,-0.5272862255573273,0.9685005694627762,1,0.044,0.5972554216867522
NRIP2,-0.48775032,0.3292045,-0.9743115156888962,0.070707333087921,1,0.044,0.5972554216867522
NUDT10,-0.36559114,0.39766645,-0.9753494977951049,0.3175232976675029,1,0.044,0.5972554216867522
DCLRE1A,0.26171735,0.4199156,-0.41959070265293125,0.974629235267639,1,0.044,0.5972554216867522
STAB2,0.45893842,0.31033087,-0.03786736130714415,0.9723661333322524,1,0.044,0.5972554216867522
STRBP,-0.063497156,0.51677364,-0.8834706485271453,0.7402170360088343,1,0.044,0.5972554216867522
CYB561D2,-0.31417525,0.4402515,-0.97654550075531,0.4874641954898834,1,0.044,0.5972554216867522
AGXT,-0.44145808,0.3659611,-0.9902692049741745,0.22610635161399825,1,0.044,0.5972554216867522
DNAH17,0.37803593,0.3585819,-0.18654076680541037,0.9788563668727874,1,0.044,0.5972554216867522
METTL21C,0.1975949,0.444624,-0.5151682555675506,0.9766678720712662,1,0.044,0.5972554216867522
P2RY4,0.18282409,0.45552948,-0.5478531420230864,0.9714320331811904,1,0.044,0.5972554216867522
AHSP,0.43073806,0.32622394,-0.10432469584047793,0.9710183501243591,1,0.044,0.5972554216867522
IGSF6,-0.23571348,0.43860126,-0.9352314591407775,0.4862223744392395,1,0.044,0.5972554216867522
ZMYND10,0.31364438,0.38400286,-0.29691190719604493,0.963190707564354,1,0.044,0.5972554216867522
PTCD2,0.56726575,0.2512432,0.16351836100220682,0.9905027687549591,1,0.044,0.5972554216867522
ATP7A,-0.31216916,0.45578295,-0.9898537844419479,0.5308039605617523,1,0.044,0.5972554216867522
COMMD8,0.36292148,0.36496705,-0.21994729712605476,0.9862222343683241,1,0.044,0.5972554216867522
COLGALT2,-0.32338536,0.42724577,-0.9585621833801269,0.4336857020854949,1,0.044,0.5972554216867522
NAV3,0.5386619,0.27313662,0.0938923813402653,0.985137316584587,1,0.044,0.5972554216867522
MLXIPL,-0.29502526,0.42521673,-0.9412288606166839,0.4108394891023628,1,0.044,0.5972554216867522
ATP6V1F,-0.05957816,0.4942371,-0.8209270894527436,0.8147308647632598,1,0.044,0.5972554216867522
NDUFA11,0.18808497,0.45936364,-0.5184229671955108,0.9646915823221203,1,0.044,0.5972554216867522
KLK14,-0.30494183,0.43888038,-0.9444540917873383,0.4750391572713845,1,0.044,0.5972554216867522
RASA1,0.12971964,0.48207176,-0.6511827379465103,0.9315578103065489,1,0.044,0.5972554216867522
ARMC3,0.2189535,0.4342516,-0.47908804714679715,0.9486402243375771,1,0.044,0.5972554216867522
KLHL6,-0.056941435,0.5031641,-0.8335277259349823,0.8245072573423384,1,0.044,0.5972554216867522
HIRA,0.18706621,0.45935842,-0.5209524035453796,0.9601371467113493,1,0.044,0.5972554216867522
MEI1,-0.5339432,0.28005993,-0.9789700925350189,-0.07780221626162531,1,0.044,0.5972554216867522
SLC18A3,-0.38465235,0.40701556,-0.9883523225784301,0.37219509482383706,1,0.044,0.5972554216867522
OXCT1,-0.41429734,0.38118264,-0.962932926416397,0.2297105915844436,1,0.044,0.5972554216867522
"FAM86B2,FAM86B1",0.09639997,0.4946941,-0.6810692757368088,0.94160680770874,1,0.044,0.5972554216867522
SHROOM2,-0.40481642,0.37479255,-0.9679039210081101,0.25802194178104393,1,0.044,0.5972554216867522
RAPH1,0.31153738,0.38777918,-0.3060764536261559,0.9739458829164502,1,0.044,0.5972554216867522
DUOX2,0.050532334,0.5043551,-0.714903774857521,0.8695442318916321,1,0.044,0.5972554216867522
SIX5,0.3609465,0.36593276,-0.23989333659410478,0.9832963168621063,1,0.044,0.5972554216867522
JAK2,0.22669654,0.43767738,-0.4647913753986358,0.953922590613365,1,0.044,0.5972554216867522
HPF1,0.25164172,0.4114758,-0.40377482473850246,0.9608206659555432,1,0.044,0.5972554216867522
CNTN4,-0.30283797,0.44100663,-0.9589004069566727,0.480918195843696,1,0.044,0.5972554216867522
FAM163B,0.20343825,0.44070783,-0.48220964968204494,0.9696396261453625,1,0.044,0.5972554216867522
DYDC1,-0.5062188,0.3169787,-0.9737574696540833,0.022538608312606737,1,0.044,0.5972554216867522
ATAD3C,-0.4002957,0.38331434,-0.9789297848939895,0.26790620088577244,1,0.044,0.5972554216867522
F2RL2,0.23204273,0.4138705,-0.4208267778158188,0.9717332512140273,1,0.044,0.5972554216867522
NCR3LG1,0.39645043,0.35448137,-0.1604736506938934,0.9659097254276274,1,0.044,0.5972554216867522
CCL26,0.19559345,0.43776953,-0.5151932060718536,0.9483792811632147,1,0.044,0.5972554216867522
RSL24D1,-0.23593074,0.45267475,-0.9472931623458862,0.5714944303035733,1,0.044,0.5972554216867522
LDB2,-0.07540308,0.5092941,-0.8721233546733856,0.8326507031917572,1,0.044,0.5972554216867522
SPACA6,-0.22962254,0.4740142,-0.917140194773674,0.5793763816356654,1,0.044,0.5972554216867522
LENG9,-0.5688164,0.2917565,-0.9854881584644317,-0.07339707612991346,1,0.044,0.5972554216867522
TTC14,-0.12028477,0.50251293,-0.8691614180803299,0.8024993509054174,1,0.044,0.5972554216867522
USP41,-0.3763101,0.39961925,-0.9638279646635055,0.3187727332115171,1,0.044,0.5972554216867522
IL31,-0.37496978,0.39854792,-0.9739148586988449,0.304097270965576,1,0.044,0.5972554216867522
AQP4,0.31922704,0.37373772,-0.26358342468738555,0.9741271823644638,1,0.044,0.5972554216867522
ZACN,-0.4352095,0.36764196,-0.9864527374505997,0.2531550139188765,1,0.044,0.5972554216867522
INTS5,0.4881806,0.31836334,-0.05149263739585876,0.9839722543954849,1,0.044,0.5972554216867522
SYCP2,-0.50817204,0.32557237,-0.9883968114852905,0.05113500952720636,1,0.044,0.5972554216867522
FGF14,-0.3032022,0.42399055,-0.9633010029792786,0.4228937745094297,1,0.044,0.5972554216867522
IPO7,-0.10287265,0.49580148,-0.8827508509159088,0.7803213596343992,1,0.044,0.5972554216867522
DIAPH1,0.33305424,0.3967327,-0.30224858820438383,0.990154680609703,1,0.044,0.5972554216867522
EXOSC8,-0.37199077,0.40108067,-0.9798410624265671,0.35086257308721536,1,0.044,0.5972554216867522
CLCNKB,0.25676563,0.43741485,-0.45253396630287174,0.9797168880701065,1,0.044,0.5972554216867522
CCDC142,0.117458075,0.47210175,-0.6180049657821656,0.9394902437925331,1,0.044,0.5972554216867522
FOXJ3,0.1459895,0.44932908,-0.5476915061473846,0.9212904155254361,1,0.044,0.5972554216867522
MIPEP,0.45698553,0.31372088,-0.05434084683656692,0.9736286938190459,1,0.044,0.5972554216867522
ESM1,0.24932338,0.39941013,-0.3505047798156738,0.9629106700420377,1,0.043,0.5996321332822729
EMX1,0.6367077,0.2146529,0.2803131073713303,0.9840046048164366,1,0.043,0.5996321332822729
SLC6A5,-0.34829965,0.42024106,-0.9669311672449112,0.38386520147323583,1,0.043,0.5996321332822729
MYH10,0.09100335,0.47948146,-0.6471791982650756,0.9348640292882918,1,0.043,0.5996321332822729
ARHGAP27,0.4552739,0.32064182,-0.07923777364194393,0.9786651194095611,1,0.043,0.5996321332822729
GJB2,-0.4560384,0.37136889,-0.9788248091936111,0.2344988554716107,1,0.043,0.5996321332822729
PDIA5,-0.35039973,0.3795232,-0.9575783282518386,0.281137916445732,1,0.043,0.5996321332822729
CD8A,0.30369022,0.38833496,-0.32280453443527224,0.9645412117242809,1,0.043,0.5996321332822729
OR51G2,0.3386635,0.37875676,-0.26806836426258085,0.9803004086017609,1,0.043,0.5996321332822729
SLC17A7,-0.3120581,0.4296008,-0.9496509402990341,0.4398081839084618,1,0.043,0.5996321332822729
CABP7,0.23738016,0.42327687,-0.45972754955291745,0.9239940762519834,1,0.043,0.5996321332822729
FABP6,0.47288123,0.302126,-0.02390896677970886,0.9664217472076415,1,0.043,0.5996321332822729
CABP1,0.36575338,0.35178885,-0.2157726317644119,0.9498308062553404,1,0.043,0.5996321332822729
JUND,0.5380504,0.26304117,0.10887277722358704,0.9738092362880705,1,0.043,0.5996321332822729
ADRB3,0.23384158,0.4402345,-0.48204587101936336,0.9594037413597105,1,0.043,0.5996321332822729
POLR1D,-0.18969963,0.4868335,-0.9212603688240052,0.6866964668035507,1,0.043,0.5996321332822729
CSRNP1,0.3457451,0.37421003,-0.24640443325042724,0.9655463099479675,1,0.043,0.5996321332822729
CD93,0.46065634,0.32265866,-0.07459946125745773,0.9644839823246002,1,0.043,0.5996321332822729
RBM10,0.35853165,0.3804426,-0.2512318566441536,0.9750074744224548,1,0.043,0.5996321332822729
INPP5K,-0.19559689,0.48888484,-0.9149172246456146,0.6569538116455076,1,0.043,0.5996321332822729
PRDM11,0.21664193,0.43072835,-0.41925645470619205,0.9431659907102585,1,0.043,0.5996321332822729
MGA,-0.10553756,0.4734325,-0.8668820500373839,0.7193874388933178,1,0.043,0.5996321332822729
ZMYND8,0.35400397,0.36786938,-0.22334704399108884,0.9727400094270705,1,0.043,0.5996321332822729
TOR1AIP1,0.63123584,0.21585585,0.28233546614646915,0.9925854355096817,1,0.043,0.5996321332822729
FAM114A2,0.4470623,0.3175106,-0.060660460591316225,0.9808376461267471,1,0.043,0.5996321332822729
RGS1,-0.35511738,0.3920009,-0.9823385238647461,0.2837807953357694,1,0.043,0.5996321332822729
SDR9C7,-0.36792582,0.42176032,-0.9747718393802642,0.4093799144029615,1,0.043,0.5996321332822729
ZNF556,-0.31757718,0.41769803,-0.9670630514621734,0.3876549392938614,1,0.043,0.5996321332822729
FBXO28,0.028659103,0.4959802,-0.7438808858394622,0.9095651507377623,1,0.043,0.5996321332822729
NUP153,-0.04214636,0.5099987,-0.799595183134079,0.8547086626291274,1,0.043,0.5996321332822729
NOP2,-0.23196262,0.4543455,-0.945307657122612,0.5659904330968856,1,0.043,0.5996321332822729
FCER1A,0.41098735,0.34749693,-0.17074406147003168,0.9827864080667494,1,0.043,0.5996321332822729
TRIM71,-0.18635327,0.45114154,-0.8672814428806305,0.6039384156465527,1,0.043,0.5996321332822729
HAUS4,0.12265377,0.4522154,-0.608525949716568,0.914604943990707,1,0.043,0.5996321332822729
CCDC150,-0.4988832,0.3151927,-0.9730047732591629,0.06484176665544487,1,0.043,0.5996321332822729
CD163,0.31624132,0.39825457,-0.31085196435451506,0.9683746516704558,1,0.043,0.5996321332822729
"ZNF705B,ZNF705G",0.101500496,0.4705572,-0.6020022749900817,0.9453754693269729,1,0.043,0.5996321332822729
TMEM144,0.26975036,0.39919716,-0.34650021195411684,0.9356046050786966,1,0.043,0.5996321332822729
CPA3,-0.24657708,0.4638016,-0.9229090094566345,0.5748910158872603,1,0.043,0.5996321332822729
LILRB4,0.19302854,0.43558404,-0.48065507411956787,0.9399383932352067,1,0.043,0.5996321332822729
TMOD4,0.24165979,0.4056053,-0.3899788111448288,0.9358504235744474,1,0.043,0.5996321332822729
CENPN,-0.62321806,0.23205747,-0.9865352541208268,-0.23967560008168237,1,0.043,0.5996321332822729
GPR149,-0.32996294,0.41347367,-0.9584680318832398,0.3643403202295303,1,0.043,0.5996321332822729
LGI3,0.3081493,0.37701863,-0.31520109325647355,0.9513961642980574,1,0.043,0.5996321332822729
NUS1,-0.17218584,0.47816524,-0.8892566353082657,0.6655228555202484,1,0.043,0.5996321332822729
FRAT2,-0.11531449,0.4947476,-0.8775501698255539,0.7088047623634335,1,0.043,0.5996321332822729
ACTA1,-0.3282831,0.4177349,-0.9626376658678054,0.4029411554336545,1,0.043,0.5996321332822729
PLD4,-0.064295895,0.4993442,-0.8438298523426055,0.8032852232456205,1,0.043,0.5996321332822729
RABEP2,-0.14705014,0.4833127,-0.8804223835468292,0.7009890615940093,1,0.043,0.5996321332822729
OR8I2,0.13120493,0.4587701,-0.600769567489624,0.9391188055276868,1,0.043,0.5996321332822729
TAP2,0.36725315,0.36234286,-0.2307679548859596,0.990264093875885,1,0.043,0.5996321332822729
ANKDD1B,0.49425077,0.29271564,0.00259259045124054,0.979831013083458,1,0.043,0.5996321332822729
CD37,-0.3575307,0.3944991,-0.9667210191488267,0.3295210197567939,1,0.043,0.5996321332822729
DPP10,-0.24103624,0.44097906,-0.9393618762493133,0.5142297446727749,1,0.043,0.5996321332822729
NCKAP5L,0.05693563,0.49246272,-0.7295303404331207,0.8795947015285487,1,0.043,0.5996321332822729
MCC,0.1904888,0.45996776,-0.5373605489730835,0.9670517444610593,1,0.043,0.5996321332822729
"LOC101929802,APBA1",0.37995332,0.36721292,-0.2210051968693733,0.9787673294544219,1,0.043,0.5996321332822729
"CYP21A2,CYP21A1P",0.30625832,0.3831667,-0.3002735763788223,0.9779639452695844,1,0.043,0.5996321332822729
"LOC105369828,PTPRB",-0.33781832,0.41484484,-0.9746914029121398,0.3507731407880783,1,0.043,0.5996321332822729
UNC13B,0.26255897,0.41619045,-0.391883772611618,0.9412006527185439,1,0.043,0.5996321332822729
NKIRAS2,0.36421713,0.36916116,-0.21342400461435318,0.9686035603284834,1,0.043,0.5996321332822729
VDAC2,0.087874524,0.47086954,-0.6398756504058838,0.8886131495237348,1,0.043,0.5996321332822729
RHBDF2,0.41891405,0.3300628,-0.0923364400863647,0.9808118879795074,1,0.043,0.5996321332822729
COL8A2,0.41464898,0.34244788,-0.15039713978767394,0.9856208682060241,1,0.043,0.5996321332822729
MTRR,-0.44511405,0.3379259,-0.9765566200017929,0.1353973194956779,1,0.043,0.5996321332822729
FBXL18,-0.40139169,0.38134202,-0.9844989657402039,0.25022658705711354,1,0.043,0.5996321332822729
