,mean,sd,q05,q95,threshold,probability,FDR
AFMID,0.75487655,0.39177623,0.10357877910137177,1.39388992190361,1,0.263,0.3132363952142026
FBXO5,-0.8152186,0.2641759,-1.2084849357604979,-0.3519258454442027,1,0.263,0.3132363952142026
CALHM2,0.8068928,0.31650978,0.28576068282127376,1.321913081407547,1,0.263,0.3132363952142026
GNA13,0.86395115,0.20151263,0.520318329334259,1.1567264676094056,1,0.263,0.3132363952142026
C20orf96,0.7349731,0.4078934,0.11109821647405627,1.3752017736434934,1,0.263,0.3132363952142026
SNPH,0.74967283,0.39011362,0.11264812052249908,1.3865205287933349,1,0.263,0.3132363952142026
TNFRSF21,0.78669304,0.3214386,0.28052199333906175,1.3317189157009124,1,0.263,0.3132363952142026
CDK5R1,0.7276959,0.43384638,0.0356687159277499,1.434046298265457,1,0.263,0.3132363952142026
MBIP,0.7900716,0.33234572,0.23841888606548312,1.3287067890167235,1,0.263,0.3132363952142026
TMED7,0.7814329,0.35104576,0.21515686064958575,1.3864908456802365,1,0.263,0.3132363952142026
TPRN,0.8537867,0.2381578,0.47729197442531585,1.2515287220478057,1,0.263,0.3132363952142026
CCDC127,0.7675391,0.37918967,0.14150415360927585,1.4017195522785186,1,0.262,0.3140545069337438
MRGPRX3,0.8386247,0.23452426,0.45249044299125674,1.214138811826706,1,0.262,0.3140545069337438
PAGE3,-0.70113397,0.4428992,-1.3183929026126862,0.1338186085224151,1,0.262,0.3140545069337438
ARHGAP39,0.7742064,0.3403473,0.2108543172478676,1.3224141895771027,1,0.262,0.3140545069337438
EPS8,0.8729336,0.19437379,0.543426775932312,1.192198932170868,1,0.262,0.3140545069337438
CIART,-0.70279074,0.44196782,-1.3088664293289183,0.09939026832580544,1,0.262,0.3140545069337438
TGM4,0.7168946,0.4153151,0.0225075513124466,1.3568585455417632,1,0.262,0.3140545069337438
EPM2A,-0.7293308,0.39529988,-1.3277951002120971,-0.015129263699054906,1,0.262,0.3140545069337438
TTPAL,0.7388396,0.37984467,0.10261401534080505,1.34528419971466,1,0.262,0.3140545069337438
TRIM21,0.7292618,0.43465903,0.06725447177886966,1.4841665983200074,1,0.262,0.3140545069337438
PTH,-0.7677474,0.3477855,-1.284613573551178,-0.089247986674309,1,0.261,0.3147898481061331
ARMCX1,0.8066364,0.29475743,0.3136628523468971,1.2927650928497314,1,0.261,0.3147898481061331
WDR75,0.8097617,0.30303308,0.302573373913765,1.312692755460739,1,0.261,0.3147898481061331
VPS51,0.66288364,0.48930702,-0.13728901296854018,1.4745361268520354,1,0.261,0.3147898481061331
IRF7,0.73980105,0.41394317,0.08226540982723236,1.432091391086578,1,0.261,0.3147898481061331
PLA2G2C,0.74542004,0.38223025,0.09212944805622102,1.3612211644649506,1,0.261,0.3147898481061331
OR51I2,0.7965761,0.3344793,0.24279490783810614,1.3549946248531342,1,0.261,0.3147898481061331
ZNF518A,0.7344854,0.42749983,0.02691713571548464,1.4567523419857022,1,0.261,0.3147898481061331
MRM3,-0.6961795,0.45182472,-1.3470998227596285,0.14371406137943246,1,0.261,0.3147898481061331
RNF168,0.7419768,0.42137718,0.06416230499744417,1.4768949210643767,1,0.26,0.31568726016884086
ZNF263,0.69679445,0.47788692,-0.09562757909297943,1.4791754066944123,1,0.26,0.31568726016884086
GPSM2,-0.80438006,0.27548936,-1.214372032880783,-0.3248042196035387,1,0.26,0.31568726016884086
SLC25A48,0.71804243,0.45015633,-0.03217837512493133,1.4684166848659514,1,0.26,0.31568726016884086
BOK,0.8717339,0.19675305,0.5571666091680527,1.1980738937854767,1,0.26,0.31568726016884086
ZNF180,-0.7249238,0.40727508,-1.313935899734497,0.012767490744590734,1,0.26,0.31568726016884086
MLF1,0.7580791,0.35268545,0.2007325127720833,1.315424734354019,1,0.26,0.31568726016884086
MANBAL,0.7286289,0.40882862,0.04824254512786868,1.3687053978443142,1,0.26,0.31568726016884086
ZNF765,-0.67822397,0.45356107,-1.3388880372047423,0.1569250598549838,1,0.26,0.31568726016884086
SHB,0.818716,0.28862485,0.34722850471735,1.2793837070465086,1,0.26,0.31568726016884086
EID1,-0.7275224,0.38988692,-1.3046279668807983,-0.0027067631483080035,1,0.26,0.31568726016884086
MT1A,0.7336922,0.40312743,0.07803959995508197,1.3886847674846645,1,0.259,0.31633908045976983
FBLN5,0.78787297,0.32515243,0.23639988005161286,1.3051756381988524,1,0.259,0.31633908045976983
ZNF10,-0.71078974,0.41764256,-1.3189993917942047,0.05146491825580592,1,0.259,0.31633908045976983
CREB3L1,-0.72932094,0.37566236,-1.2738353848457336,-0.024699121713638555,1,0.259,0.31633908045976983
SLC35B3,0.7650262,0.35802343,0.20284111946821212,1.3556725084781645,1,0.259,0.31633908045976983
BCL2L14,0.7590119,0.40941253,0.12117037847638132,1.4776566684246062,1,0.259,0.31633908045976983
TGFB3,-0.7157077,0.4339124,-1.332565724849701,0.0779807120561599,1,0.259,0.31633908045976983
CTNNBL1,0.73094493,0.45285174,-0.022027787566184995,1.5012708306312559,1,0.259,0.31633908045976983
SHISA2,0.7199371,0.4357639,0.0198261097073555,1.4616735339164735,1,0.258,0.3170717154331608
FOS,0.836581,0.25124136,0.41570944488048556,1.2523204922676086,1,0.258,0.3170717154331608
MAP3K3,-0.6964587,0.4256445,-1.2911203801631927,0.09457623362541187,1,0.258,0.3170717154331608
CDX2,-0.69509333,0.44152826,-1.3652157247066499,0.10208182334899876,1,0.258,0.3170717154331608
TDRP,0.83182216,0.2623352,0.39560773968696594,1.2622924149036407,1,0.258,0.3170717154331608
OR4N2,-0.70638436,0.40844715,-1.2676115274429323,-0.0019202440977100672,1,0.258,0.3170717154331608
TTC38,0.7605949,0.37602732,0.16815456673502924,1.3979814946651457,1,0.258,0.3170717154331608
ZDHHC4,0.8412493,0.24696213,0.4367919832468033,1.2545559108257294,1,0.258,0.3170717154331608
C3orf14,-0.7316834,0.38225487,-1.2878871500492097,-0.043614974617958206,1,0.258,0.3170717154331608
"LOC102724563,E2F6,LOC102724865",0.7786501,0.34544867,0.22804076671600343,1.361915415525436,1,0.257,0.31747860145204404
SS18,-0.68403816,0.4378861,-1.2931403994560242,0.07885431833565189,1,0.257,0.31747860145204404
COL3A1,0.71326846,0.4125768,0.025303061306476603,1.3847717463970184,1,0.257,0.31747860145204404
NPNT,0.73654443,0.3877922,0.12206128537654877,1.371813744306564,1,0.257,0.31747860145204404
OXSM,0.79087645,0.31804207,0.29380317479372026,1.3048716306686399,1,0.257,0.31747860145204404
BIN3,0.7474813,0.393427,0.124510458111763,1.3970295488834379,1,0.256,0.31796698473282403
BBS4,0.7334738,0.39354196,0.0867365226149559,1.3778594911098478,1,0.256,0.31796698473282403
NDUFB4,-0.65124446,0.4762383,-1.3426865816116333,0.19231541156768775,1,0.256,0.31796698473282403
SNX25,0.74103314,0.38980225,0.11181339323520662,1.39349125623703,1,0.256,0.31796698473282403
PLSCR1,0.79372346,0.3118369,0.2602369949221611,1.2952102482318877,1,0.256,0.31796698473282403
KLHDC10,0.7466551,0.40779194,0.10477250516414643,1.4647778213024139,1,0.256,0.31796698473282403
RIDA,0.70371664,0.42968392,-0.013024771213531489,1.4157780885696412,1,0.255,0.3187803809523804
OPN1SW,-0.6961053,0.42884156,-1.2869598031044005,0.09133038818836194,1,0.255,0.3187803809523804
PRPH2,0.74647635,0.38130406,0.13254419565200806,1.3869442880153655,1,0.255,0.3187803809523804
"CBY2,SPERT",-0.72545743,0.38563108,-1.296150517463684,-0.028960651159286577,1,0.255,0.3187803809523804
GNPAT,0.7904763,0.31441998,0.29352309852838515,1.3232215523719788,1,0.255,0.3187803809523804
RIT2,0.75653696,0.37760618,0.15327451527118682,1.3908232808113095,1,0.255,0.3187803809523804
IL1B,-0.7630551,0.3424267,-1.270613294839859,-0.1158294931054116,1,0.255,0.3187803809523804
DLAT,0.73911875,0.4392753,0.012320544570684438,1.5200806140899659,1,0.255,0.3187803809523804
RAD18,-0.7894564,0.28694677,-1.1998002290725707,-0.26230420172214514,1,0.255,0.3187803809523804
CEP164,0.73028207,0.3961839,0.07089363187551498,1.3692765355110168,1,0.255,0.3187803809523804
DNAJC14,-0.6807504,0.46492323,-1.3577268302440644,0.16537274122238155,1,0.254,0.31975465602432496
ZNF662,0.6884425,0.44412804,-0.048270332813262935,1.4061018645763397,1,0.254,0.31975465602432496
LRRC61,0.7473343,0.38023245,0.11515902727842332,1.3857477903366087,1,0.254,0.31975465602432496
ABCB8,0.74023795,0.39350015,0.08804242461919785,1.384398430585861,1,0.254,0.31975465602432496
TK1,-0.833072,0.23563157,-1.1932538747787476,-0.4098161399364472,1,0.254,0.31975465602432496
C19orf67,0.7370958,0.3896508,0.11113119125366214,1.3630485594272612,1,0.254,0.31975465602432496
SYNRG,-0.6642123,0.48286608,-1.3558732867240906,0.2093033343553541,1,0.254,0.31975465602432496
RALA,0.8047356,0.30892864,0.2779938146471977,1.3198081493377685,1,0.254,0.31975465602432496
MINDY2,0.8517176,0.22914286,0.4667004585266113,1.223830235004425,1,0.254,0.31975465602432496
DMTF1,0.77417487,0.33335495,0.25230189263820646,1.3220854699611662,1,0.254,0.31975465602432496
PLA2G6,-0.7113425,0.40845358,-1.3217817306518556,0.019985675811767387,1,0.254,0.31975465602432496
PKDCC,0.7478709,0.4082267,0.034050472080707564,1.3994836449623107,1,0.254,0.31975465602432496
IQCB1,0.71702313,0.43973935,0.020732396841049203,1.4197391629219056,1,0.253,0.32104982948086364
NEK1,0.77810717,0.3319214,0.22769349366426467,1.3250383734703062,1,0.253,0.32104982948086364
TRMT44,0.7166851,0.42425573,0.031031885743141176,1.4263868451118469,1,0.253,0.32104982948086364
NBEA,-0.72914976,0.38445774,-1.3093985497951506,-0.06344772279262584,1,0.253,0.32104982948086364
INHBA,0.7836106,0.31219652,0.27964732050895696,1.2807854056358337,1,0.253,0.32104982948086364
CECR2,-0.69799274,0.4301895,-1.307696932554245,0.12361546605825408,1,0.253,0.32104982948086364
CDHR3,0.8401779,0.24030502,0.4272604987025261,1.2248409986495972,1,0.253,0.32104982948086364
MAST1,-0.6170355,0.53149295,-1.3745559871196749,0.38617754876613597,1,0.253,0.32104982948086364
CENPT,-0.74166477,0.3716027,-1.2821936428546905,-0.056412327289581315,1,0.253,0.32104982948086364
TMEM44,0.708866,0.4314372,-0.01779361963272095,1.4157386600971216,1,0.253,0.32104982948086364
EPHA10,-0.7036513,0.41153824,-1.3125385463237762,0.004750823974609207,1,0.253,0.32104982948086364
KMT5B,-0.63131726,0.4810685,-1.297627168893814,0.23544036149978617,1,0.253,0.32104982948086364
ZMYND19,0.7682245,0.3812881,0.12911574989557265,1.3959805965423582,1,0.253,0.32104982948086364
FOXRED1,-0.6954074,0.4322626,-1.3137289822101592,0.11096730232238737,1,0.253,0.32104982948086364
ZNF20,-0.7176721,0.40377158,-1.2741636395454408,0.002618947625159929,1,0.253,0.32104982948086364
THNSL1,0.71551955,0.393352,0.07761926352977752,1.3562580347061157,1,0.253,0.32104982948086364
OR14A2,-0.73184246,0.37058526,-1.2784754633903503,-0.022182211279869146,1,0.252,0.3222597770640466
CKLF,0.7329812,0.39038387,0.09298402965068818,1.367708158493042,1,0.252,0.3222597770640466
RTCB,0.6709776,0.4846773,-0.11015788614749907,1.4698461651802062,1,0.252,0.3222597770640466
ZWILCH,-0.7652328,0.3215206,-1.2275951325893402,-0.17365792021155368,1,0.252,0.3222597770640466
ARL14,-0.7752359,0.3342399,-1.2670140147209168,-0.18485999554395696,1,0.252,0.3222597770640466
C1QBP,0.7063811,0.45322943,-0.028778420388698565,1.4586376667022705,1,0.252,0.3222597770640466
MSH6,0.73079914,0.42299724,0.054411359131336226,1.4595900416374203,1,0.252,0.3222597770640466
GIN1,0.72814435,0.41834033,0.06694959960877897,1.4268402397632596,1,0.252,0.3222597770640466
ZKSCAN7,-0.67490315,0.43902478,-1.285652905702591,0.1473668903112404,1,0.252,0.3222597770640466
LYSMD1,-0.7121718,0.40770796,-1.285537302494049,0.025507178902625754,1,0.252,0.3222597770640466
S1PR2,0.71986485,0.41606727,0.0514078751206398,1.4213543176650996,1,0.252,0.3222597770640466
WRN,-0.7181879,0.39383435,-1.3129060208797456,-0.01822210848331485,1,0.252,0.3222597770640466
DENND1B,0.76504606,0.33993965,0.20253965556621553,1.3120247602462765,1,0.252,0.3222597770640466
NUDT7,0.76856023,0.33302855,0.2211335077881813,1.329975938796997,1,0.252,0.3222597770640466
LSM5,-0.76383126,0.34299514,-1.260143768787384,-0.14772119596600566,1,0.252,0.3222597770640466
ZNF226,0.6805972,0.4842139,-0.11948168277740479,1.4808884143829346,1,0.251,0.3228233962264149
GPD1L,0.7071423,0.4180989,0.027711744606494913,1.3790491223335266,1,0.251,0.3228233962264149
KCNIP2,0.70372003,0.44443986,-0.024523568153381345,1.4432286620140076,1,0.251,0.3228233962264149
ALG9,-0.6937727,0.4252291,-1.2889618396759033,0.08314857482910133,1,0.251,0.3228233962264149
RAB30,0.7522872,0.37260896,0.1573764353990555,1.3463712155818934,1,0.251,0.3228233962264149
FBF1,0.82103103,0.2687419,0.38079001009464264,1.2536697506904602,1,0.251,0.3228233962264149
DYRK3,0.7712787,0.32978967,0.2314334660768509,1.3238974869251252,1,0.251,0.3228233962264149
CDC45,-0.8153323,0.2624932,-1.186157363653183,-0.3647526249289513,1,0.25,0.32338684755982655
DNAL1,0.72980154,0.39825743,0.09914028346538545,1.3973987758159636,1,0.25,0.32338684755982655
RTKN,0.7613446,0.38352865,0.1260189011693001,1.4079839766025541,1,0.25,0.32338684755982655
VPS26B,0.705055,0.4175384,0.035206543654203434,1.4004993677139281,1,0.25,0.32338684755982655
ZBED4,-0.72667783,0.3789994,-1.2731688916683197,-0.006678651273250602,1,0.25,0.32338684755982655
NRBP1,0.79196745,0.31867784,0.2814735993742943,1.3198889255523683,1,0.25,0.32338684755982655
MTF2,-0.6007518,0.52196103,-1.3127626657485962,0.37023345828056325,1,0.25,0.32338684755982655
DDX19B,0.72087795,0.409042,0.04417998958379031,1.3913649559020993,1,0.249,0.32411079759217437
RTL8A,0.72367585,0.40811425,0.02338433265686035,1.389411675930023,1,0.249,0.32411079759217437
AKR1B1,0.6777643,0.45362383,-0.08892241567373275,1.4035171747207638,1,0.249,0.32411079759217437
DCLK1,-0.8004275,0.2654707,-1.2087812840938568,-0.3457611173391343,1,0.249,0.32411079759217437
EIF4EBP3,0.7199977,0.4180297,0.052553069591522214,1.4366487979888916,1,0.249,0.32411079759217437
TNFAIP3,-0.69816107,0.4135878,-1.2792498111724853,0.051460659503936496,1,0.249,0.32411079759217437
RNF14,0.80549526,0.308373,0.3163791477680207,1.3251085221767425,1,0.249,0.32411079759217437
BTBD1,0.83657944,0.23679051,0.46338562071323397,1.2321695923805234,1,0.249,0.32411079759217437
IRAK1BP1,-0.6935797,0.42563766,-1.324047315120697,0.0761410653591153,1,0.249,0.32411079759217437
VKORC1L1,0.8206705,0.28006202,0.36103760302066806,1.2726128518581388,1,0.248,0.32467349239150833
CCNO,0.7613156,0.368125,0.16405504643917085,1.3917287051677703,1,0.248,0.32467349239150833
MSH3,0.79802376,0.2935147,0.3461301252245903,1.2824849307537076,1,0.248,0.32467349239150833
PRKAB2,0.65112585,0.5112364,-0.21126458197832107,1.4921708703041066,1,0.248,0.32467349239150833
OR4X2,-0.7044418,0.3988063,-1.2595622837543488,0.027787601947784256,1,0.248,0.32467349239150833
SMIM13,0.7430343,0.37017384,0.137834070622921,1.3428235113620757,1,0.248,0.32467349239150833
LAMC2,-0.7621712,0.32779738,-1.2296818256378175,-0.16270200908184074,1,0.248,0.32467349239150833
CEP131,-0.7534481,0.3348772,-1.2304372131824495,-0.1584574341773988,1,0.247,0.32571701649175394
DIRAS3,-0.70666337,0.4006612,-1.2838749170303345,-0.0018671393394473093,1,0.247,0.32571701649175394
ATP5F1C,0.80270463,0.2912675,0.3028754055500031,1.25802206993103,1,0.247,0.32571701649175394
NKX3-2,0.77364075,0.33803567,0.23164724111557006,1.3435128688812252,1,0.247,0.32571701649175394
FLRT3,-0.7740318,0.32486236,-1.281356543302536,-0.23781816214323045,1,0.247,0.32571701649175394
SPAST,-0.69383913,0.41576564,-1.302560544013977,0.0400085978209968,1,0.247,0.32571701649175394
DDX28,0.76108086,0.34083265,0.2083337426185608,1.3205837428569793,1,0.247,0.32571701649175394
HMX1,0.7147974,0.4068204,0.04227744936943055,1.3996719300746914,1,0.247,0.32571701649175394
NR2E3,0.75574714,0.33720157,0.18255880773067476,1.3261359810829163,1,0.247,0.32571701649175394
RAF1,0.6701751,0.49386996,-0.0952147051692009,1.476788955926895,1,0.247,0.32571701649175394
ERN2,-0.7102601,0.39708802,-1.2841451287269592,0.037477529048919676,1,0.247,0.32571701649175394
VPS4B,0.658269,0.4939752,-0.12722592651844022,1.482496243715286,1,0.247,0.32571701649175394
MESP2,-0.7345499,0.35445145,-1.2521916568279265,-0.13477878868579898,1,0.247,0.32571701649175394
SLC16A11,0.757175,0.35046276,0.19877615272998808,1.3398616015911102,1,0.246,0.32651814440703303
BNC1,0.69518274,0.4205307,0.042898833751678474,1.3888969719409934,1,0.246,0.32651814440703303
LRCH4,0.75805753,0.35281402,0.165099635720253,1.320884996652603,1,0.246,0.32651814440703303
RAMAC,-0.70418006,0.41634563,-1.3396109223365784,0.021208856999873838,1,0.246,0.32651814440703303
IQCD,0.75962996,0.35661343,0.15411985516548157,1.3385702490806575,1,0.246,0.32651814440703303
C19orf25,0.7026967,0.42431244,0.021569061279296874,1.4243948280811307,1,0.246,0.32651814440703303
SBNO1,0.7341434,0.38262948,0.14393553435802459,1.4018689513206481,1,0.246,0.32651814440703303
ERMP1,0.7602166,0.37347004,0.14717869907617567,1.3738255620002744,1,0.246,0.32651814440703303
SPR,0.6918172,0.43541092,-0.011517873406410216,1.4080731749534605,1,0.246,0.32651814440703303
CCDC102A,0.68311787,0.42961413,-0.03468929529190063,1.376656848192215,1,0.246,0.32651814440703303
SH3D21,0.61891836,0.53324986,-0.2409912556409836,1.4945625662803634,1,0.245,0.32723828197945826
CHRNA7,-0.72048336,0.3880449,-1.2986850678920747,-0.017502903938293488,1,0.245,0.32723828197945826
TRIT1,-0.7090587,0.4295725,-1.3485808789730072,0.07771988809108725,1,0.245,0.32723828197945826
MYBBP1A,-0.69819456,0.41586918,-1.3166658282279968,0.059253236651420335,1,0.245,0.32723828197945826
EHBP1,0.751574,0.36065656,0.1616261176764965,1.347757941484451,1,0.245,0.32723828197945826
ZNF669,-0.55044967,0.56261826,-1.3356279373168944,0.4806588649749753,1,0.245,0.32723828197945826
GNAT1,0.6987587,0.42589363,-0.030465649068355537,1.361711549758911,1,0.245,0.32723828197945826
ZNF707,-0.7360665,0.35869294,-1.26132093667984,-0.10752285867929541,1,0.245,0.32723828197945826
KATNBL1,0.7389725,0.38167864,0.12290715277194977,1.3936117351055144,1,0.245,0.32723828197945826
TUT4,-0.62681794,0.4929926,-1.3439485371112825,0.2359816014766692,1,0.244,0.32843594040968327
CCDC59,-0.66358423,0.44842255,-1.3053216695785523,0.1645494803786275,1,0.244,0.32843594040968327
OR13C8,-0.7178464,0.37000328,-1.238790601491928,-0.012180179357528746,1,0.244,0.32843594040968327
"CFAP126,SDHC",0.73402107,0.36712298,0.13353964984416963,1.335662430524826,1,0.244,0.32843594040968327
DVL2,0.72319144,0.41575068,0.052020443230867394,1.4342564105987547,1,0.244,0.32843594040968327
PAQR5,0.79168475,0.29930028,0.31526453197002413,1.3224568188190458,1,0.244,0.32843594040968327
CENPH,-0.82011676,0.25277525,-1.2010416209697723,-0.3921810895204545,1,0.244,0.32843594040968327
COX10,0.7224742,0.40141302,0.07100591883063316,1.3868194758892058,1,0.244,0.32843594040968327
ZNF660,-0.7022824,0.40461627,-1.295284414291382,0.040058023482560934,1,0.244,0.32843594040968327
TMEM165,0.7890047,0.31240886,0.2986621633172035,1.3208812892436983,1,0.244,0.32843594040968327
"OCM,OCM2",0.71733445,0.42951924,0.02196637392044069,1.451524883508682,1,0.244,0.32843594040968327
LATS1,0.6698098,0.48539248,-0.10485829412937164,1.4995202958583829,1,0.244,0.32843594040968327
NDUFS8,0.8123919,0.26161993,0.3848489820957184,1.2284803211688995,1,0.244,0.32843594040968327
PKD2L2,0.7953072,0.29126057,0.314597450196743,1.2477070868015288,1,0.244,0.32843594040968327
HNRNPC,0.6164599,0.5550957,-0.2919289067387581,1.5719420313835144,1,0.244,0.32843594040968327
ACTL10,-0.7082125,0.40011135,-1.2771179139614106,0.04631589651107716,1,0.243,0.3290734473782074
MED14,0.6517522,0.48835257,-0.15253553837537764,1.4418942689895629,1,0.243,0.3290734473782074
KIAA0930,0.7018374,0.43017277,-0.007356119155883778,1.4006888329982754,1,0.243,0.3290734473782074
HDAC3,0.6416583,0.5099885,-0.1738078862428665,1.49306696653366,1,0.243,0.3290734473782074
HRH1,0.7279626,0.37500682,0.09519258737564089,1.3343395471572874,1,0.243,0.3290734473782074
TMEM205,0.76278394,0.3507978,0.17844784557819365,1.3406369984149928,1,0.243,0.3290734473782074
PRSS16,0.7609934,0.33920068,0.20023923963308335,1.3129157721996303,1,0.243,0.3290734473782074
CST11,-0.74695647,0.34857127,-1.2607902407646179,-0.1143918186426163,1,0.243,0.3290734473782074
BMPR1B,0.7253952,0.402685,0.07819634675979614,1.3805632293224335,1,0.242,0.3296310120705662
ZNF365,0.726897,0.38943866,0.09383454620838166,1.354448115825653,1,0.242,0.3296310120705662
FDXR,0.72420585,0.39513484,0.06889083087444306,1.3790255725383758,1,0.242,0.3296310120705662
ZSCAN31,-0.71922916,0.37939999,-1.2542652904987335,0.007494398951530403,1,0.242,0.3296310120705662
POLM,0.7482712,0.37215942,0.12434952855110169,1.3310623586177825,1,0.242,0.3296310120705662
VPS26A,0.77934444,0.3140351,0.27689772844314575,1.2941788375377652,1,0.242,0.3296310120705662
CD274,-0.71031684,0.3797552,-1.2899584293365478,-0.06055568754673037,1,0.242,0.3296310120705662
RFK,0.6790011,0.4372355,-0.0216530308127403,1.4046374201774594,1,0.241,0.33082370370370356
RBM15,-0.717598,0.37212753,-1.2686559796333312,-0.04041970819234851,1,0.241,0.33082370370370356
ZNF33A,-0.6956061,0.40885514,-1.2951927542686463,0.04001974165439562,1,0.241,0.33082370370370356
ALKBH1,0.81633776,0.2716354,0.3874263599514961,1.2749896168708799,1,0.241,0.33082370370370356
NKAIN3,0.69670457,0.42662707,-0.002283683419227566,1.388443541526794,1,0.241,0.33082370370370356
PRKG2,0.695605,0.42041755,0.021532428264617928,1.4061433255672453,1,0.241,0.33082370370370356
FANCE,0.7447176,0.367046,0.1338357113301754,1.3543560862541197,1,0.241,0.33082370370370356
GRHL2,-0.66653496,0.46417212,-1.3490827322006225,0.17871229648590045,1,0.241,0.33082370370370356
SDHAF2,0.69884664,0.4319625,-0.014873641729354853,1.398638033866882,1,0.241,0.33082370370370356
TENT2,0.72603077,0.39726266,0.08914907164871694,1.4002533733844758,1,0.241,0.33082370370370356
GTPBP1,-0.72008973,0.3619212,-1.2572732329368592,-0.08435955494642261,1,0.241,0.33082370370370356
ZNF777,-0.6852211,0.4140528,-1.2474130988121033,0.07901509404182415,1,0.241,0.33082370370370356
CAPN8,-0.66990095,0.4386366,-1.3043497681617735,0.11767000555992106,1,0.241,0.33082370370370356
EIF3D,0.7808163,0.32468185,0.25467633455991745,1.3424202501773834,1,0.241,0.33082370370370356
NOXRED1,0.77107817,0.3304872,0.2573869973421097,1.33314271569252,1,0.241,0.33082370370370356
PRSS50,0.7954234,0.2899296,0.32991609275341033,1.285978990793228,1,0.24,0.3316961744594343
SLC37A3,-0.60211045,0.5108863,-1.3170875549316405,0.34685325026512115,1,0.24,0.3316961744594343
FAM167A,0.7518203,0.34821796,0.2038903445005417,1.3453139126300806,1,0.24,0.3316961744594343
ATP5PF,-0.5888848,0.5053896,-1.2906339883804323,0.2742911189794539,1,0.24,0.3316961744594343
SYDE1,0.81485915,0.26663715,0.3841590523719788,1.2340244293212885,1,0.24,0.3316961744594343
LMX1B,-0.7525869,0.33888358,-1.2321532726287843,-0.12145551741123227,1,0.24,0.3316961744594343
ZNF616,-0.7099867,0.39496866,-1.275343978404999,-0.004145854711533424,1,0.24,0.3316961744594343
DNAJA3,0.7407279,0.36944184,0.1204034447669983,1.3435632407665252,1,0.24,0.3316961744594343
OR51I1,0.8184122,0.25420192,0.39368325769901275,1.223730731010437,1,0.24,0.3316961744594343
SLC35E3,0.7260865,0.39907444,0.061216656863689434,1.3876833498477936,1,0.24,0.3316961744594343
CHCHD5,0.762395,0.34270927,0.21725389137864112,1.3417899608612058,1,0.24,0.3316961744594343
ZNF25,0.7321729,0.40291664,0.08587303683161737,1.3974023401737212,1,0.239,0.3320925036927619
RTF2,0.7045205,0.422001,0.05224228613078594,1.4300634801387788,1,0.239,0.3320925036927619
HSPA13,-0.7525487,0.32633045,-1.2212728321552277,-0.16149127259850504,1,0.239,0.3320925036927619
INAFM1,-0.71047914,0.3893125,-1.2620064616203308,-0.007376778125763233,1,0.239,0.3320925036927619
CNIH1,0.77351385,0.2957884,0.2808654353022575,1.2747577965259551,1,0.239,0.3320925036927619
OR6Q1,-0.71559346,0.3853441,-1.2741229474544524,0.029516193270682924,1,0.238,0.33288481385919616
PAX3,0.75731856,0.33520168,0.22093014568090438,1.3246819615364074,1,0.238,0.33288481385919616
NPBWR2,0.71807796,0.4079883,0.06688234061002732,1.4146152973175048,1,0.238,0.33288481385919616
PAICS,0.7124218,0.38403305,0.0903498135507107,1.3590750098228455,1,0.238,0.33288481385919616
MRNIP,0.69716597,0.45116138,-0.02343895733356476,1.4659432768821716,1,0.238,0.33288481385919616
CNGA2,-0.7152738,0.38491517,-1.2539964377880097,0.012977504730223893,1,0.238,0.33288481385919616
"PPM1B,LOC102723904",-0.68819094,0.4112541,-1.3201605439186097,0.03195559754967628,1,0.238,0.33288481385919616
TTC39C,-0.6831514,0.41474077,-1.2831758856773376,0.059113860130309545,1,0.238,0.33288481385919616
LRRC49,-0.61883605,0.48625192,-1.2981023907661438,0.2450594276189802,1,0.238,0.33288481385919616
SCAPER,0.74949074,0.35411355,0.16959071159362796,1.332363212108612,1,0.238,0.33288481385919616
KLHDC8B,0.6962937,0.43977275,-0.015615966916084276,1.4109486162662506,1,0.237,0.3340705752619001
AQR,0.67075956,0.44498166,-0.015597414970397943,1.421785670518875,1,0.237,0.3340705752619001
TMEM43,0.5975291,0.52272815,-0.2889531195163727,1.4679021179676055,1,0.237,0.3340705752619001
GPATCH3,-0.6181607,0.49859735,-1.3273543894290925,0.2831302702426908,1,0.237,0.3340705752619001
RGS10,0.7036972,0.402276,0.06573543995618822,1.3729854702949522,1,0.237,0.3340705752619001
"FAHD2A,FAHD2B",0.6237517,0.5080826,-0.21495645940303798,1.4406795144081113,1,0.237,0.3340705752619001
OR4F17,-0.7356499,0.35428822,-1.2475445985794067,-0.09105339348316276,1,0.237,0.3340705752619001
SUMO4,-0.57370305,0.54388696,-1.3178050696849823,0.4331212520599364,1,0.237,0.3340705752619001
SNX13,0.7553556,0.36249602,0.15762540772557262,1.356165462732315,1,0.237,0.3340705752619001
C1orf232,-0.7124053,0.3844829,-1.2616000175476074,-0.004645818471908952,1,0.237,0.3340705752619001
GRIPAP1,-0.6521233,0.4449577,-1.2939767479896545,0.15614884793758366,1,0.237,0.3340705752619001
PATL1,0.72024184,0.4009916,0.037197417020797735,1.360697591304779,1,0.237,0.3340705752619001
C20orf85,-0.7505003,0.32106507,-1.2106518030166624,-0.1975144118070603,1,0.237,0.3340705752619001
AIFM1,0.71063155,0.41373342,0.0906107395887375,1.418239295482635,1,0.237,0.3340705752619001
ATG101,0.7528384,0.339792,0.18449364602565765,1.3028442263603208,1,0.237,0.3340705752619001
