,g,pattern,membership
14699,MRPL1,8,0.9414754452714211
14700,MRPL10,13,0.9989696160890369
14701,MRPL16,0,0.5688419052014592
14702,MRPL28,3,0.9998570760062157
14703,MRPL34,1,0.7961234545137585
14704,MRPL35,12,0.9942151871164593
14705,MRPL41,1,0.946211845242212
14706,MRPL53,5,0.9986285599544763
14707,MRPS14,5,0.5905330168007704
14708,MRPS16,3,0.9826339485282117
14709,MRPS18B,3,0.9973106809967588
14710,MRPS2,4,0.9931693997515684
14711,MRPS21,3,0.9751610548872028
14712,MRPS30,1,0.917573381767599
14713,MRTO4,0,0.9972531947777664
14714,MRVI1,0,0.7315135873783793
14715,MS4A1,0,0.9996812877652899
14716,MS4A5,0,0.9231130513513941
14717,MS4A6A,0,0.9999545167361151
14718,MS4A8,0,0.999440062209304
14719,MSANTD1,8,0.5038981930839423
14720,MSC,0,0.9684791050485194
14721,MSH6,6,0.9997375270764459
14722,MSI1,6,0.97280641931551
14723,MSL3,1,0.9758227708904497
14724,MSN,6,0.9999923054167985
14725,MSRA,9,0.5696280303793642
14726,MSRB3,8,0.8757677542878695
14727,MSTN,0,0.9996601271198279
14728,MT1A,10,0.9269047465563958
14729,MT1G,10,0.5791613026564546
14730,"MT1M,MT1F",10,0.9990262005031573
14731,MT2A,6,0.9993557945253039
14732,MT4,0,0.9998334314656256
14733,MTA1,4,0.8684949369886094
14734,MTA3,3,0.9734334790406767
14735,MTBP,10,0.9917148602309986
14736,MTERF4,0,0.9966718423759118
14737,MTF1,0,0.9969681517919496
14738,MTFP1,0,0.9981332855631724
14739,"MTFR1L,AUNIP",1,0.7896445160593534
14740,MTFR2,0,0.9983021592752008
14741,"MTG1,SPRN",9,0.5924238429203249
14742,MTG2,2,0.9979547648799759
14743,MTHFD2L,0,0.6078197735119971
14744,MTMR10,0,0.9476373241133125
14745,MTMR11,10,0.955794660101989
14746,MTMR4,1,0.9302953736200663
14747,"MTMR7,VPS37A",8,0.9990080577916497
14748,MTMR8,0,0.9999569285330824
14749,MTMR9,1,0.959027775435358
14750,MTNR1A,0,0.9952171896325215
14751,MTO1,0,0.998699068365385
14752,"MTPN,LUZP6",3,0.9995828761768427
14753,MTR,1,0.9477355352709309
14754,"MTRES1,C6orf203",10,0.9907661017832735
14755,MTX2,1,0.9522568047383086
14756,MUC1,0,0.9547294077021272
14757,MUC15,0,0.9981975935185485
14758,MUC17,10,0.9966644603968191
14759,MUC4,0,0.9998804515547859
14760,MUC5AC,0,0.9999169198565843
14761,MUCL1,0,0.9982284241414583
14762,MUL1,0,0.8326936858242586
14763,"MUSTN1,STIMATE-MUSTN1",0,0.9912519249800701
14764,MVB12B,1,0.6045444673610716
14765,MVP,7,0.4712132061716713
14766,MXD3,1,0.979367762287643
14767,MXRA8,6,0.9963839771884377
14768,MYADM,1,0.9734716438736444
14769,MYBPC1,0,0.9985883963198278
14770,MYCBPAP,0,0.9978154827235364
14771,MYCN,9,0.9992616131040626
14772,MYCT1,0,0.9718336472766601
14773,MYEF2,4,0.8379053064504557
14774,MYEOV,0,0.9977980310158912
14775,MYF5,0,0.9988820233420669
14776,MYF6,0,0.9997958106671354
14777,MYH10,4,0.9958700234299741
14778,MYH11,0,0.999794981193446
14779,MYH13,0,0.987947144767869
14780,MYH14,0,0.8293512451585975
14781,MYH3,0,0.98038851403777
14782,MYH7,0,0.9998275695559047
14783,MYL1,0,0.993817666135736
14784,MYL12B,3,0.9995464731598646
14785,MYL3,0,0.9904083165224999
14786,MYL4,10,0.9814321919165606
14787,MYL5,0,0.9993974425195787
14788,MYL6B,3,0.9154416023688549
14789,MYLK3,0,0.996305489995297
14790,MYMX,0,0.9958463765182565
14791,MYO10,6,0.999998049812972
14792,MYO18B,0,0.9999232798671784
14793,MYO1C,12,0.9356816949199325
14794,MYO1F,0,0.9343466426887153
14795,MYO1G,0,0.9245888084909106
14796,MYO1H,0,0.9998947488386943
14797,MYO5A,1,0.8348564059031771
14798,MYO6,0,0.9754464668579181
14799,MYO9A,1,0.9936059781162384
14800,MYOC,0,0.9999623291310651
14801,MYOG,0,0.99956264605838
14802,MYOM1,0,0.9949887200250573
14803,MYOZ1,0,0.9954785322398955
14804,MYOZ2,0,0.9994023487580823
14805,MYRIP,8,0.8847491187739833
14806,"MYZAP,GCOM1",0,0.9999301386958571
14807,MZB1,0,0.9808358197304446
14809,N4BP3,12,0.8762043463651942
14810,NAA11,0,0.9893448302689789
14811,NAA16,10,0.9875438313430195
14812,NAA25,1,0.6618481770981302
14813,NAA30,12,0.6773034156712111
14814,NAA35,12,0.9922663908957319
14815,NAA50,5,0.9999955314674208
14816,NAA60,10,0.9900629707725026
14817,NAA80,8,0.9713044305732013
14818,NAAA,12,0.999458166935354
14819,NAALADL1,0,0.9994051105194929
14820,NABP2,0,0.6636444907910569
14821,NACA,4,0.9999921147407804
14822,NACA2,4,0.9782633112535997
14823,NACC1,9,0.8269233916996317
14824,NACC2,10,0.9996494113268788
14825,NADSYN1,0,0.9954347488032498
14826,NAGA,0,0.9827109838028859
14827,NAGLU,0,0.9928912707799118
14828,NAMPT,12,0.7707662165443555
14829,NANOGNB,6,0.9572547888359146
14830,NANOS1,0,0.6830063863541402
14831,NAP1L1,5,0.9999993562887577
14832,NAP1L2,1,0.9919617577463585
14833,NAP1L3,1,0.9919672961900734
14834,NAPA,12,0.5485923607085758
14835,NAPG,12,0.5497456572532007
14836,NAPRT,9,0.558770018475594
14837,NAT1,0,0.9999351267472775
14838,NAT10,0,0.9875594040549296
14839,NAV2,9,0.625184402122317
14840,NAV3,1,0.9993719706625854
14841,NAXD,12,0.9427872709266536
14842,NBAS,3,0.9970737185514214
14843,"NBEAL1,RPL12",5,0.7927527623147599
14844,NBEAL2,1,0.744533268948591
14845,"NBL1,MICOS10-NBL1",12,0.9994089748142008
14846,"NBPF4,NBPF6",0,0.9997105849234811
14847,NCAM1,9,0.7776705811212948
14848,NCAPD2,6,0.8745492522036097
14849,NCAPG,6,0.9493817519161486
14850,NCAPH,6,0.892616658311521
14851,NCBP1,9,0.953725498176701
14852,NCBP2AS2,7,0.48927372560753635
14853,NCBP3,6,0.9966879052461707
14854,NCCRP1,0,0.9996948849336723
14855,NCDN,1,0.966797386809371
14856,NCEH1,0,0.9484526819490225
14857,"NCF1,NCF1C",0,0.6770751851462973
14858,NCLN,12,0.9980291205257527
14859,NCOA2,3,0.6530665407801184
14860,NCOA7,12,0.9864939022281786
14861,NCOR2,2,0.5819313492028698
14862,NCR3,0,0.9998674638708012
14863,NCR3LG1,1,0.9703214098840967
14864,NCS1,9,0.9670601663765017
14865,NDN,3,0.9997728619841733
14866,NDNF,0,0.5991536695902417
14867,NDRG1,1,0.49399573680457665
14869,NDST4,0,0.9997409140369897
14870,NDUFA10,3,0.855983203371053
14871,NDUFA11,3,0.9921518483338324
14872,"NDUFA3,TFPT",0,0.9998553251545707
14873,NDUFA4,3,0.9998967792239066
14874,NDUFA5,3,0.784760330428675
14875,NDUFA7,6,0.9999913221822033
14876,NDUFA9,1,0.862210068959157
14877,NDUFAB1,3,0.9957751625302379
14878,NDUFAF5,12,0.5397680060981043
14879,NDUFAF6,8,0.6705665896095294
14880,NDUFAF8,5,0.9987396528710795
14881,NDUFB1,4,0.9681420637356795
14882,NDUFB10,4,0.9587146309792146
14883,NDUFB11,3,0.9998058811911313
14884,NDUFB3,6,0.664604193860044
14885,NDUFB4,4,0.5188753441367278
14886,NDUFC2,7,0.9869306567244025
14887,NDUFS1,1,0.9605754123959133
14888,NDUFS2,1,0.8123420327279763
14889,NDUFS4,4,0.9999595548146085
14890,NDUFS7,3,0.9555901110899779
14891,NDUFV1,3,0.9996659204938824
14892,NDUFV2,3,0.9912205472668023
14893,NEBL,1,0.5281075002087169
14894,NECAB2,0,0.9841559111472087
14895,NECAP1,12,0.7320809379911626
14896,NECTIN1,1,0.6127053048618061
14897,NECTIN4,0,0.9955078742602873
14898,NEDD4L,4,0.9997918444852226
14899,"NEDD8-MDP1,NEDD8",3,0.7908989673582003
14900,NEFH,0,0.9998988709084289
14901,NEFL,1,0.9467341189916747
14902,NEFM,9,0.8867121387703694
14903,NEGR1,12,0.9273003542573496
14904,NEIL1,8,0.6836402852700457
14905,NEIL3,0,0.5258346400993695
14906,NEK10,8,0.8660754378929291
14907,NEK5,0,0.9990227543726085
14908,NEK7,10,0.9990901166462158
14910,NELFB,12,0.6242544648856153
14911,NELFE,5,0.9994799157371179
14912,NEMF,14,0.8944013793381911
14913,NEMP1,6,0.985163649329099
14914,NES,6,0.9980651890802708
14915,NETO2,12,0.8159818940888254
14916,NEU2,10,0.5167156162554146
14917,NEU4,0,0.9863409480571947
14918,NEURL1,1,0.9213031267142278
14919,NEURL1B,12,0.8369908335096672
14920,NEUROG1,2,0.9997449068881316
14921,NEXMIF,1,0.9892434232730359
14922,NF2,4,0.9999285619947847
14923,NFATC1,0,0.9998874296044197
14924,NFATC2,0,0.9974985314160701
14925,NFATC4,6,0.9999842717849156
14926,NFE2L3,6,0.6732902332792496
14927,NFIL3,9,0.7992827444672599
14928,NFKB1,0,0.9965540652659306
14929,NFKBIA,8,0.9357928187290715
14930,NFKBIB,10,0.9975497010466915
14931,NFKBIE,8,0.8612689783747979
14932,NFRKB,10,0.9838605441778793
14933,NFYC,13,0.7761493832696826
14934,NGEF,12,0.9994989849641748
14935,NHEJ1,10,0.9930410907222338
14936,NHLH1,6,0.9993744937231358
14937,NHLRC2,6,0.9949316420316658
14938,NHLRC3,0,0.8467952657943798
14939,NHP2,4,0.8495271080233936
14940,NHS,0,0.9989994488089882
14941,NHSL2,0,0.9776573267761527
14942,NIBAN2,7,0.9540083531797383
14943,NIPA1,12,0.9249893732060851
14944,NIPAL1,0,0.9983100478113612
14945,NIPAL4,0,0.9998862021398903
14946,NIPSNAP1,3,0.9996075945115607
14947,NKAP,10,0.937105342322389
14948,NKAPD1,13,0.5241502534827248
14949,NKD2,8,0.9991275696619913
14950,NKIRAS2,3,0.9848035133308456
14951,NKRF,12,0.9458680155709631
14952,NKTR,5,0.9689787639349112
14953,NKX2-1,0,0.998454186821765
14954,NKX6-2,10,0.851972640679751
14955,NKX6-3,0,0.6367950926278213
14956,NLGN1,12,0.9854174238298676
14957,NLGN3,9,0.5668748991522575
14958,NLGN4Y,0,0.5796258744642416
14959,NLN,9,0.9947867353710309
14960,NLRP1,0,0.9978632311154265
14961,NLRP11,0,0.9999745210253514
14962,NLRP2B,0,0.9996070121529982
14963,NLRP3,0,0.9992166802298589
14964,NLRP6,0,0.9943413322574377
14965,NLRP7,0,0.9994947407279656
14966,NLRP8,0,0.9996003295764465
14967,"NME1-NME2,NME2",3,0.8579726645356055
14968,NME5,8,0.9534683775738237
14969,NME6,10,0.7060319060375152
14970,NME8,0,0.9944928577227582
14971,NME9,0,0.9991421947873544
14972,NMNAT2,1,0.9935462417214326
14973,NMU,0,0.602455357761335
14974,NMUR1,0,0.9465683806206043
14975,NNMT,0,0.9978568336140634
14976,NOC4L,10,0.9876834463647183
14977,NOD2,0,0.9995219364247236
14978,NODAL,0,0.9960661893586504
14979,NOG,10,0.4571271589576778
14980,NOLC1,3,0.9991203564638312
14981,"NOMO1,NOMO2,NOMO3",9,0.6439506563551581
14982,NONO,5,0.995132878406341
14983,NOP53,5,0.9980809425739781
14984,NOS3,0,0.9997636817463749
14985,NOTCH1,6,0.9999967332212001
14986,NOTUM,10,0.5109509033861764
14987,NOVA2,1,0.9623166448347813
14988,NOX3,0,0.9996382855633854
14989,NOX5,0,0.9995676465722574
14990,NOXO1,0,0.9896211522131386
14991,NPC1L1,0,0.9184078743244939
14992,"NPEPPS,LOC112268184",3,0.9470224933674953
14993,NPHP3,0,0.9985342152433639
14994,NPHS1,0,0.9998499533136478
14995,NPHS2,0,0.5198108539597038
14996,"NPIPB4,NPIPB11,NPIPA2,NPIPB5,NPIPA3,NPIPB12,NPIPA5,NPIPB13,NPIPB3",3,0.9492489461140245
14997,NPM1,5,0.9999991844645048
14998,NPPA,10,0.9889315551423822
14999,NPPB,10,0.8530628051226954
15000,NPR1,0,0.9999193849068431
15001,NPRL2,13,0.6235937397540924
15002,NPTN,1,0.9719634699934471
15003,NPW,0,0.5203562351620266
15004,NPY2R,0,0.9998035550894377
15005,NR0B1,0,0.9998355297258037
15006,NR1H2,1,0.7646972530750299
15007,NR1H4,0,0.996434156017509
15008,"NR2C2,MRPS25",3,0.9930696637312407
15009,NR2E3,0,0.7262141863070481
15010,NR3C1,0,0.9993582453315522
15011,NR4A1,0,0.9897991670607751
15012,NRARP,0,0.8836968456648544
15013,NRBP1,3,0.8841833233919935
15014,NRCAM,1,0.9157018375246667
15015,NRDC,3,0.9987108428544815
15016,NREP,1,0.9754931247453869
15017,NRG3,1,0.9983852988595239
15018,NRK,0,0.9877505444427889
15019,NRL,0,0.95329281906343
15020,NRN1L,0,0.7943902207148267
15021,NRSN2,1,0.9763297955310161
15022,NRXN1,1,0.997716446799729
15023,NRXN2,1,0.936613322705668
15024,NSA2,4,0.9904009109959266
15025,NSD1,3,0.9747811454690929
15026,NSD2,4,0.9999481835820543
15027,NSF,1,0.6720103595423377
15028,NSG2,1,0.9912862039192628
15029,NSMCE1,5,0.8769671330658708
15030,NSMCE3,12,0.9989219937418975
15031,NSMCE4A,2,0.9945615232634678
15032,NT5C,10,0.9513074384989921
15033,NT5C1B,1,0.9963457973467341
15034,NT5C3B,3,0.9992706168858714
15035,NTAN1,7,0.7805396494309679
15036,NTF3,0,0.9997661135798909
15037,NTHL1,12,0.6674407694820783
15038,NTMT1,0,0.86863604646552
15039,NTN3,0,0.9989286050414002
15040,NTN5,0,0.9491918752798049
15041,NTRK2,1,0.9990672722705272
15042,NUBP1,10,0.9994546770934903
15043,NUBPL,12,0.9996812698241171
15044,NUDT1,6,0.5990882577034919
15045,NUDT10,12,0.5360749242145777
15046,"NUDT16L1,MGRN1",3,0.9018585731776905
15047,NUDT17,0,0.9999528027706388
15048,NUDT21,4,0.9992267211690136
15049,NUDT5,6,0.9998443886803537
15050,NUDT8,0,0.9974932074948097
15051,NUF2,2,0.46768672723772
15052,NUFIP1,0,0.9824712523333742
15053,NUFIP2,2,0.9999853442755832
15054,NUMBL,9,0.9501576587431028
15055,NUP107,6,0.9941326329541341
15056,NUP155,2,0.9688366663964618
15057,NUP188,10,0.6086019613717473
15058,NUP205,6,0.9274901479002827
15059,NUP210L,0,0.9978356813983555
15060,NUP214,6,0.9876806803746111
15061,NUP43,10,0.9327473015156678
15062,NUP62,5,0.7073170993286617
15063,NUP98,2,0.987291282721304
15064,NUTM1,0,0.9997302067163928
15065,NUTM2G,6,0.8503125955463992
15066,NXPE3,12,0.8873152918065335
15067,NXPH4,0,0.9997203441178755
15068,NYAP1,1,0.9805872397317528
15069,OARD1,0,0.8346916523396305
15070,OAS1,0,0.9912144874684414
15071,OAS2,0,0.9997588495334061
15072,OAS3,0,0.9935760277985944
15073,OCIAD1,3,0.7165176191612711
15074,OCLN,0,0.9983834294324131
15075,"OCM,OCM2",0,0.9638667116500952
15076,ODC1,5,0.9998782952841562
15077,ODF1,0,0.9998642221736669
15078,ODF2L,13,0.8976598590257351
15079,ODF4,0,0.9953216642541649
15080,OGDHL,8,0.9854949644882697
15081,OGFOD1,12,0.9608976781310875
15082,OGFRL1,0,0.5804580818210389
15083,OGT,13,0.9995701386456042
15084,OLA1,4,0.9990010088595926
15085,OLFM1,12,0.5322385562639359
15086,OLFM3,1,0.5454119899194025
15087,OLFML1,0,0.9985837723768631
15088,OLIG1,8,0.8981159242959289
15089,OLIG2,0,0.991717837079128
15090,OOEP,0,0.9998926588607159
15091,OPA1,12,0.5403507306214799
15092,OPA3,0,0.9713593628011901
15093,OPALIN,0,0.9948604887372227
15094,OPCML,12,0.8928534041493196
15095,"OPN1MW2,OPN1LW,OPN1MW,OPN1MW3",1,0.882467957187687
15096,OPN5,10,0.7409706181445841
15097,OPRL1,12,0.9976575125165633
15098,OPRM1,0,0.9943259675858587
15099,OPTC,0,0.9952739825078089
15100,OR10A4,0,0.9999759689767133
15101,OR10A5,0,0.9993815246793383
15102,OR10AG1,0,0.999750691188698
15103,OR10C1,0,0.553578709277636
15104,OR10G6,0,0.9999153917906388
15105,OR10G8,0,0.9997698823288399
15106,OR10H1,0,0.9986078554307088
15107,OR10H3,0,0.9979968093859067
15108,OR10J3,10,0.9862700325798196
15109,OR10J4,0,0.9993610308541979
15110,OR10J5,0,0.9999729298896989
15111,OR10K2,0,0.999596113087588
15112,OR10Q1,0,0.9434024298155071
15113,OR10R2,0,0.9978960958900032
15114,OR10S1,0,0.9990124562325446
15115,OR10V1,0,0.9997237656158952
15116,OR10X1,10,0.9389492282838037
15117,OR11G2,10,0.9905615743331359
15118,OR11L1,0,0.9892092687802955
15119,OR13A1,0,0.9990116016263562
15120,OR13C3,0,0.9999746195599455
15121,OR13C4,0,0.9809904345323104
15122,OR13C8,0,0.9997190902056273
15123,OR13H1,0,0.9998549828852522
15124,OR13J1,0,0.9963218492551177
15125,OR14A2,0,0.9993484190625969
15126,OR14I1,0,0.9917414820951486
15127,OR14J1,0,0.9601018948252098
15128,OR1F1,8,0.9975562684337593
15129,OR1I1,0,0.999625244062119
15130,OR1J4,0,0.9997169108124019
15131,OR1N2,0,0.982767745010836
15132,OR1Q1,0,0.9996069050625727
15133,"OR2A4,LOC107987545",0,0.7197350215518762
15134,OR2AG1,10,0.8137175342577193
15135,OR2AJ1,0,0.9992562533764116
15136,OR2C1,0,0.9712628938477362
15137,OR2C3,0,0.9988139822967115
15138,OR2D3,0,0.9997332626996334
15139,OR2G2,0,0.997473264904731
15140,OR2G3,0,0.9994362043151094
15141,OR2J2,10,0.9912520227403667
15142,OR2J3,10,0.9731035729492908
15143,OR2K2,0,0.9992452218864797
15144,OR2L13,0,0.999970617977996
15145,OR2M2,0,0.9974725056360949
15146,OR2M4,0,0.9989166579036551
15147,"OR2M5,OR2M3",0,0.9352154650479118
15148,OR2S2,10,0.932389252171066
15149,OR2T11,0,0.9805641897994545
15150,OR2T12,10,0.9814420328752348
15151,"OR2T35,OR2T2",10,0.5789096677074337
15152,OR2T5,10,0.8354060551178265
15153,OR2V1,0,0.827503789838711
15154,OR2V2,0,0.9989528809673852
15155,OR2W5,0,0.9120737502385416
15156,OR3A2,0,0.8901349956971708
15157,OR4A15,0,0.999697511576748
15158,OR4C13,10,0.6785235462398779
15159,OR4C3,0,0.9999562049700755
15160,OR4C46,0,0.9984174143712833
15161,OR4E1,10,0.9369321961827994
15162,OR4F17,10,0.8045082880969109
15163,"OR4F3,OR4F29,OR4F16,OR4F21",10,0.999328769431827
15164,OR4K14,0,0.9998932925157121
15165,OR4K15,0,0.9991836572620212
15166,"OR4M1,OR4M2",0,0.999699053480579
15167,"OR4N4,LOC102723532,LOC105369274",0,0.9824591947981068
15168,OR4N5,0,0.9986474393176277
15169,OR4Q2,0,0.9988652858615333
15170,OR4Q3,0,0.7541468225854869
15171,OR51B5,0,0.9915896411161196
15172,OR51D1,0,0.9991632573030483
15173,OR51G2,0,0.9977626079308837
15174,OR51I2,0,0.9993192009097999
15175,OR51J1,0,0.6340740067186428
15176,OR51M1,0,0.9997289919166337
15177,OR51T1,0,0.99414839431297
15178,OR52A5,0,0.9996161306292668
15179,OR52H1,0,0.9315045568658115
15180,OR52I2,0,0.9999341196331571
15181,OR52J3,0,0.9967724066522863
15182,OR52L1,0,0.9998249044350747
15183,OR52M1,0,0.8634377892719223
15184,OR52N1,0,0.9999074136932147
15185,OR52N2,0,0.9996228843846238
15186,OR52N4,0,0.9999123566534515
15187,OR52Z1,0,0.9379284751691912
15188,OR56A4,0,0.789258922933317
15189,OR56B4,0,0.9926249559166754
15190,OR5A1,0,0.9999311798533171
15191,OR5AK2,0,0.9998529642948816
15192,OR5AL1,0,0.9995978542092735
15193,OR5AU1,0,0.9963172236974271
15194,OR5D14,0,0.9869714184724354
15195,OR5D16,10,0.9882989814572666
15196,OR5F1,10,0.8589382642595613
15197,"OR5H6,OR5H14",0,0.9721867095038879
15198,OR5L1,10,0.8259505421217057
15199,OR5T3,0,0.9995672187975281
15200,OR5V1,10,0.9371257158537433
15201,OR6B2,0,0.9999572046976457
15202,OR6C2,0,0.999894415579661
15203,OR6C4,0,0.9998806932281685
15204,OR6C6,0,0.9992825357073758
15205,OR6J1,0,0.8978512703288416
15206,OR6K2,0,0.9996350677590586
15207,OR6P1,0,0.998942119237708
15208,OR7D4,10,0.9862685035027304
15209,OR7E24,10,0.9997766601795748
15210,OR7G2,0,0.9995786080046328
15211,OR8B12,0,0.9998625984555723
15212,OR8B8,10,0.5664552129105038
15213,OR8D1,0,0.9999542157995317
15214,OR8H1,0,0.9999173933743611
15215,OR8J1,10,0.974617979651586
15216,OR8J3,0,0.999887984825464
15217,OR8S1,0,0.9988257400028688
15218,OR9I1,0,0.999890599630629
15219,OR9Q2,10,0.9823047194301743
15220,ORAI2,12,0.998780211545794
15221,ORAI3,10,0.996455859080024
15222,ORC6,10,0.9526476546192144
15223,ORMDL3,9,0.9575145182229815
15224,OSBP,7,0.9249692153133908
15225,OSBPL6,12,0.9997931716533873
15226,OSBPL8,3,0.9998651769791315
15227,OSBPL9,14,0.9796960770819145
15228,OSCP1,0,0.9899523032074716
15229,OSR1,0,0.5038746078990963
15230,OST4,4,0.9999608758614513
15231,OSTM1,1,0.9202827190068399
15232,OTOA,6,0.9768124403240979
15233,OTOF,10,0.86743925138122
15234,OTOG,10,0.6827862046104338
15235,OTOP1,10,0.6565520338801377
15236,OTOP2,0,0.9998076963676389
15237,OTOP3,0,0.9999135695934113
15238,OTUB2,0,0.8322010131933414
15239,OTUD4,1,0.9913264947907406
15240,OTUD6B,7,0.7425933226152426
15241,OTUD7A,0,0.9895409661030654
15242,OTUD7B,10,0.7996260455684547
15243,OTULIN,10,0.8349841782868326
15244,OTULINL,7,0.9976753292195376
15245,OTX2,0,0.9992335263922082
15246,OVCA2,10,0.9993746360222279
15247,OVOL2,10,0.6145885183012498
15248,OVOL3,10,0.6365270950668407
15249,OXA1L,10,0.9375924768746393
15250,OXLD1,0,0.8524236620563553
15251,OXNAD1,10,0.971684098179495
15252,OXTR,0,0.9985693063635758
15253,"P2RX5,P2RX5-TAX1BP3",8,0.9694431700160328
15254,P2RX6,0,0.9993520571979262
15255,P2RX7,0,0.9995765503193297
15256,P2RY12,10,0.6900288412771995
15257,P2RY14,0,0.8161175545260316
15258,P4HA1,6,0.9983491230854071
15259,P4HA2,12,0.9876520370047573
15260,PA2G4,1,0.6626728614151159
15261,PAAF1,6,0.9979149155370614
15262,PABPC3,4,0.8292367844622002
15263,PABPC4L,0,0.9877519302808496
15264,PABPN1L,12,0.9960336088651789
15265,PACC1,7,0.9669553655830995
15266,PACS1,1,0.9488708056462384
15267,PACSIN1,12,0.9829302494828845
15268,PADI2,5,0.6144575423942403
15269,PADI3,0,0.9913434437994333
15270,PADI6,0,0.9998017829240763
15271,PAFAH1B2,3,0.998571427395019
15272,PAFAH1B3,3,0.9975039251786226
15273,PAFAH2,0,0.9977203169160082
15274,PAG1,6,0.9825542108488063
15275,PAH,0,0.9835330517686137
15276,PAIP1,3,0.999938248838002
15277,PAIP2,6,0.5483772712072622
15278,PAK3,3,0.9996783332732881
15279,PAK5,9,0.8758864596950217
15280,"PAK6,BUB1B-PAK6",12,0.9897655088517023
15281,PALB2,10,0.6893879377178562
15282,PALM3,8,0.9805444431693666
15283,PAM,6,0.9985896058458694
15284,PANK1,1,0.789445354868122
15285,PAPSS1,1,0.9640851917400689
15286,PAQR4,0,0.9987736621435978
15287,PAQR5,0,0.9997283963528149
15288,PAQR6,10,0.9581783885187146
15289,PARK7,5,0.9267283033973124
15290,PARL,3,0.986943130010849
15291,PARM1,0,0.661129453975173
15292,PARP12,0,0.9999243280505048
15293,PARP6,3,0.9881454355784306
15294,PARP9,10,0.9617476145154468
15295,PASK,7,0.9849222777588733
15296,PATE3,0,0.9998451124230028
15297,PATL2,0,0.9911601193505155
15298,PAX1,0,0.999967924725172
15299,PAX5,0,0.9288955248866145
15300,PAX6,6,0.9999911890182835
15301,PAX7,10,0.7981001405238928
15302,PAXIP1,10,0.7772902298748218
15303,PAXX,12,0.5145752268730968
15304,PBX2,5,0.9988624094933037
15305,PCBD1,10,0.8879628840067382
15306,PCBP1,4,0.9999679782481029
15307,PCBP2,5,0.9994693577995412
15308,PCBP4,3,0.9992371656029009
15309,PCDH1,12,0.7755934305594041
15310,PCDH12,0,0.9953855947282063
15311,PCDH15,8,0.7424554639456947
15312,PCED1A,6,0.9831368540747337
15313,PCGF6,10,0.9970677745860125
15314,PCID2,1,0.8245780404510907
15315,PCLAF,10,0.961854489676237
15316,PCM1,4,0.9999519420284063
15317,PCMTD2,4,0.6198856958747887
15318,"PCNA-AS1,PCNA",6,0.9999929349232886
15319,PCNX4,3,0.9802003905586228
15320,PCOLCE,0,0.9998949843998244
15321,PCSK1N,9,0.8661926612237716
15322,PCSK2,1,0.9640606008024533
15323,PCSK5,12,0.9209816355879801
15324,PCSK9,1,0.929181472044869
15325,PCYOX1,12,0.5968471970571871
15326,PDC,0,0.9994103157412755
15327,PDCD1,0,0.9969439819362087
15328,PDCD11,0,0.9838910891157683
15329,PDCD5,1,0.9627184449631635
15330,PDCL,6,0.9974840888477245
15331,PDE12,7,0.5623938150881334
15332,PDE1B,8,0.9675670203257009
15333,PDE2A,12,0.9459767855978348
15334,PDE4D,12,0.9923042758565292
15335,PDE6C,0,0.9993869858078094
15336,PDE6D,3,0.9992585965165466
15337,PDE6G,8,0.9925279091907836
15338,PDE6H,0,0.9936976937483077
15339,PDE7B,0,0.9997753454449331
15340,PDE8B,0,0.7837599335689094
15341,PDGFA,12,0.9983735298062121
15342,PDGFRB,10,0.9981079900278017
15343,PDGFRL,0,0.9998125537858527
15344,PDHA1,0,0.8445857557649593
15345,PDHX,13,0.9445614905875164
15346,PDK2,10,0.9548130166675389
15347,PDK4,0,0.998906340687176
15348,PDLIM1,0,0.9284822495549051
15349,PDLIM7,6,0.5241353132607094
15350,PDP1,9,0.5510548642750208
15351,PDPK1,12,0.9059247948875181
15352,PDPN,6,0.7708226620021323
15353,PDS5B,1,0.9110105990684645
15354,PDSS2,10,0.9259722096966934
15355,PDYN,0,0.9999137826708038
15356,PDZD3,0,0.9979886408401396
15357,PDZK1IP1,0,0.9991258264392593
15358,PEAK1,0,0.7791395705871179
15359,PEBP1,3,0.9990804246511691
15360,PEBP4,12,0.8781779970075758
15361,PEF1,6,0.9941192424071449
15362,PENK,2,0.9999732220479991
15363,PER3,10,0.9991932750730631
15364,PET117,0,0.9480091034266538
15365,PEX11B,1,0.7862721511657199
15366,PEX12,0,0.8371081146908494
15367,PEX2,10,0.9585500681829814
15368,PEX5,1,0.8934131521990223
15369,PEX5L,12,0.9753810592177382
15370,PEX6,0,0.9970757268409404
15371,PEX7,0,0.9994066326907485
15372,PFDN2,3,0.9990832387763089
15373,PFDN4,3,0.999600512581089
15374,PFDN5,4,0.9999968361502709
15375,PFKL,3,0.9999448566363079
15376,PFKM,1,0.8839585273512925
15377,PFKP,1,0.934940189920041
15378,PFN3,0,0.9966289788716886
15379,PFN4,0,0.8829942221724273
15380,"PGA4,PGA3,PGA5",0,0.9992047940666035
15381,PGAP3,7,0.8164233004292715
15382,"PGAP4,TMEM246",12,0.9978612220873398
15383,PGD,3,0.99941360340817
15384,PGGHG,0,0.9842925151174156
15385,PGLS,3,0.9997194995296745
15386,PGLYRP1,0,0.9997286267418652
15387,PGM3,10,0.9857782025072392
15388,PGPEP1L,0,0.9989143667407538
15389,PGS1,1,0.6893424461509262
15390,PHACTR3,1,0.96109601202338
15391,PHACTR4,6,0.9237241322495321
15392,PHAX,6,0.9942781971230641
