Sample_ID	DSP_Sample_ID	Plate	dsp_plate	roi	segment_type	segment	aoi	roi_dimension	nuclei	RawReads	TrimmedReads	StitchedReads	AlignedReads	DeduplicatedReads	SequencingSaturation	UID	NegGeoMean_01	NegGeoSD_01	GeoLOD2.5_01	NormFactorNeg_01	NormFactorQ3	NormFactorHK
HCA_F_BRA8739315	DSP1001660005647_C06	DSP1001660005647	1.00166E+12	18	ring	ROI18_Rings	ROI18_Rings-aoi-001	122371.9759	2065	12935918	10231852	9785480	6254745	2651647	57.60583365	HCA_F_BRA8739315	54.73070735	1.49310765	149.0935523	2.386155593	2.30359966	2.480538386
HCA_F_BRA8739204	DSP1001660005641_D04	DSP1001660005641	1.00166E+12	34	ring	ROI34_Rings	ROI34_Rings-aoi-001	38631.10304	856	12951058	12944349	12569850	5398202	2360266	56.27681217	HCA_F_BRA8739204	38.13338133	1.386609791	86.33581098	1.662543488	1.614201221	1.649289691
HCA_F_BRA8739267	DSP1001660005641_C12	DSP1001660005641	1.00166E+12	33	ring	ROI33_ring	ROI33_ring-aoi-001	29036.23539	635	12998320	12991731	12606920	5260786	2314483	56.00499621	HCA_F_BRA8739267	34.29700983	1.408661752	80.77427433	1.495284928	1.563757433	1.734922496
HCA_F_BRA8739171	DSP1001660005640_C12	DSP1001660005640	1.00166E+12	30	geometric	Geometric Segment	Geometric Segment-aoi-001	91177.28997	997	13106125	13097447	12722998	6978066	2276705	67.37340977	HCA_F_BRA8739171	34.53651333	1.386537793	78.18217897	1.505726829	1.984122335	2.242561473
HCA_F_BRA8739309	DSP1001660005647_E05	DSP1001660005647	1.00166E+12	25	exclusion_sub2	ROI25_exclusion sub2	ROI25_exclusion sub2-aoi-001	14594.99661	384	13135412	3060934	2093191	1147718	530803	53.75144417	HCA_F_BRA8739309	9.028799833	1.688001414	33.42427842	0.39363864	0.437179497	0.556459837
HCA_F_BRA8739165	DSP1001660005640_E11	DSP1001660005640	1.00166E+12	51	geometric	Geometric Segment	Geometric Segment-aoi-001	101607.2489	1109	13175024	13167347	12805077	9377984	3009040	67.91378616	HCA_F_BRA8739165	47.58753388	1.386651401	107.7485503	2.074726704	2.47174562	2.975556875
HCA_F_BRA8739119	DSP1001660005648_B05	DSP1001660005648	1.00166E+12	4	leftover	ROI4_leftover	ROI4_leftover-aoi-001	78141.65668	1232	13505306	13496637	13115932	6314747	2479758	60.73068327	HCA_F_BRA8739119	41.29739546	1.491116764	112.1248293	1.800488536	1.66464501	1.650043707
HCA_F_BRA8739091	DSP1001660005640_C02	DSP1001660005640	1.00166E+12	23	geometric	Geometric Segment	Geometric Segment-aoi-001	151509.0853	1260	13522570	13514349	13135126	7398829	2490893	66.33395636	HCA_F_BRA8739091	39.75841471	1.398147338	91.8991321	1.733391878	2.169082891	2.631287451
HCA_F_BRA8739173	DSP1001660005640_E12	DSP1001660005640	1.00166E+12	52	geometric	Geometric Segment	Geometric Segment-aoi-001	144778.1546	1483	13692326	13684260	13305220	9498127	3261298	65.66377771	HCA_F_BRA8739173	55.71591988	1.354235007	118.9089092	2.429109	2.791222946	3.131398354
HCA_F_BRA8739218	DSP1001660005641_B06	DSP1001660005641	1.00166E+12	17	geometric	Geometric Segment	Geometric Segment-aoi-001	24424.76329	230	13928627	13921240	13521909	6252310	1938813	68.99045313	HCA_F_BRA8739218	26.33635451	1.4232806	63.64759295	1.148215374	1.328353089	1.733012765
HCA_F_BRA8739322	DSP1001660005647_B07	DSP1001660005647	1.00166E+12	15	geometric	Geometric Segment	Geometric Segment-aoi-001	120777.725	1257	13945377	13049225	12639328	7097054	2658200	62.5450222	HCA_F_BRA8739322	50.39166944	1.546352754	149.8408323	2.196981725	2.438116428	2.023428816
HCA_F_BRA8739265	DSP1001660005641_A12	DSP1001660005641	1.00166E+12	11	geometric	Geometric Segment	Geometric Segment-aoi-001	293336.163	550	14032560	14025251	13635098	7054516	2259415	67.97207633	HCA_F_BRA8739265	47.68547188	1.374407606	105.6026847	2.078996617	1.647830414	1.36774143
HCA_F_BRA8739266	DSP1001660005641_B12	DSP1001660005641	1.00166E+12	23	geometric	Geometric Segment	Geometric Segment-aoi-001	218736.4616	1319	14301761	14293265	13884484	5979409	3859049	35.46102968	HCA_F_BRA8739266	62.28188048	1.43713945	154.208742	2.715372496	2.673520773	2.611509325
HCA_F_BRA8739131	DSP1001660005640_C07	DSP1001660005640	1.00166E+12	27	geometric	Geometric Segment	Geometric Segment-aoi-001	125157.1396	1152	14375814	14367740	13964065	7771448	2613888	66.36549585	HCA_F_BRA8739131	40.054441	1.403643358	93.49590989	1.746298066	2.286785064	2.739570688
HCA_F_BRA8739211	DSP1001660005641_C05	DSP1001660005641	1.00166E+12	28	geometric	Geometric Segment	Geometric Segment-aoi-001	275218.7859	513	14444770	14427410	14019387	7443150	2576964	65.37804559	HCA_F_BRA8739211	57.92888874	1.345980371	121.7564601	2.525590268	1.916863951	1.60015839
HCA_F_BRA8739185	DSP1001660005641_A02	DSP1001660005641	1.00166E+12	1	geometric	Geometric Segment	Geometric Segment-aoi-001	29748.82559	284	14483307	14475488	14056519	6337437	2149630	66.08045177	HCA_F_BRA8739185	28.68789722	1.428017384	69.9088973	1.2507382	1.479684453	1.913387446
HCA_F_BRA8739139	DSP1001660005640_C08	DSP1001660005640	1.00166E+12	28	geometric	Geometric Segment	Geometric Segment-aoi-001	162830.8081	1160	14604863	14597295	14182183	8049746	2470549	69.30898192	HCA_F_BRA8739139	40.07475214	1.360535667	86.52581005	1.747183594	2.152268295	2.514004447
HCA_F_BRA8739163	DSP1001660005640_C11	DSP1001660005640	1.00166E+12	29	rest	Scan 00MR ROIs - ROI 029 rest	Scan 00MR ROIs - ROI 029 rest-aoi-001	243051.9842	2051	14649305	14637926	14218740	7970050	3042448	61.82648791	HCA_F_BRA8739163	54.16609326	1.320875161	108.6130343	2.361539483	2.690335369	3.069229179
HCA_F_BRA8739112	DSP1001660005648_C04	DSP1001660005648	1.00166E+12	7	ring	ROI7_ring	ROI7_ring-aoi-001	44697.59151	937	14991177	14981985	14548491	6127460	2999162	51.05374821	HCA_F_BRA8739112	44.53799154	1.377668929	99.21852983	1.941772411	1.967307739	2.186108286
HCA_F_BRA8739279	DSP1001660005648_D01	DSP1001660005648	1.00166E+12	9	leftover	ROI9_leftover	ROI9_leftover-aoi-001	71920.30535	991	14992409	7013941	6237015	2507825	1005124	59.92048887	HCA_F_BRA8739279	15.55870809	1.549467811	46.4975349	0.678330321	0.672583842	0.655350756
HCA_F_BRA8739337	DSP1001660005647_A09	DSP1001660005647	1.00166E+12	5	geometric	Geometric Segment	Geometric Segment-aoi-001	87938.2723	1069	14999287	14982925	14452667	8563871	2660321	68.93553161	HCA_F_BRA8739337	47.89395108	1.476154615	126.7973822	2.088085917	2.269970468	2.517604599
HCA_F_BRA8739175	DSP1001660005648_B12	DSP1001660005648	1.00166E+12	6	ring	ROI6_ring	ROI6_ring-aoi-001	67523.84164	1146	15081968	15073721	14644863	6717667	3229814	51.92059982	HCA_F_BRA8739175	52.96979079	1.345084049	111.1480413	2.309382952	2.152268295	2.297529824
HCA_F_BRA8739206	DSP1001660005641_F04	DSP1001660005641	1.00166E+12	40	ring	ROI40_ring	ROI40_ring-aoi-001	74804.76441	1326	15643067	15635665	15191501	7218056	3131026	56.62230939	HCA_F_BRA8739206	50.81913183	1.360684265	109.7540735	2.215618279	2.135453699	2.140432628
HCA_F_BRA8739195	DSP1001660005641_C03	DSP1001660005641	1.00166E+12	26	geometric	Geometric Segment	Geometric Segment-aoi-001	291222.3874	689	15729105	15720948	15276398	7413961	2475638	66.60842969	HCA_F_BRA8739195	51.54669305	1.379518564	115.2178274	2.247338576	1.815976374	1.740042085
HCA_F_BRA8739181	DSP1001660005641_E01	DSP1001660005641	1.00166E+12	36	leftover	ROI36_Rest	ROI36_Rest-aoi-001	76633.91432	856	16331688	16323587	15849993	7025286	2268610	67.70793388	HCA_F_BRA8739181	37.29916847	1.457242949	95.61566639	1.626173381	1.546942837	1.497620373
HCA_F_BRA8739257	DSP1001660005641_A11	DSP1001660005641	1.00166E+12	10	geometric	Geometric Segment	Geometric Segment-aoi-001	293336.163	724	16670767	16662951	16196598	7800822	2635451	66.21572701	HCA_F_BRA8739257	50.56488719	1.416306024	120.7095966	2.204533692	1.883234758	1.636519037
HCA_F_BRA8739345	DSP1001660005647_A10	DSP1001660005647	1.00166E+12	6	geometric	Geometric Segment	Geometric Segment-aoi-001	135103.7244	1315	16763548	16227584	15711426	9835769	3174988	67.71998204	HCA_F_BRA8739345	64.97328508	1.419949176	156.1050042	2.832712659	2.723964561	2.807511179
HCA_F_BRA8739277	DSP1001660005647_E01	DSP1001660005647	1.00166E+12	24	exclusion_sub2	ROI24_exclusion sub2	ROI24_exclusion sub2-aoi-001	33377.28944	768	16822285	6131086	5177333	2515675	1135520	54.86221392	HCA_F_BRA8739277	17.64658417	1.561861763	53.79812428	0.76935778	0.941617379	1.143212637
HCA_F_BRA8739124	DSP1001660005640_D06	DSP1001660005640	1.00166E+12	36	geometric	Geometric Segment	Geometric Segment-aoi-001	145946.4931	1347	17332466	17325465	16855817	9857968	3353173	65.98515029	HCA_F_BRA8739124	53.22904945	1.379836234	119.0467583	2.320686141	2.892110522	3.454426978
HCA_F_BRA8739236	DSP1001660005641_D08	DSP1001660005641	1.00166E+12	35	ring	ROI35_ring	ROI35_ring-aoi-001	100695.9102	1534	17402533	17394548	16892706	7675241	3525929	54.06099952	HCA_F_BRA8739236	60.20681427	1.439676411	149.7296708	2.624903524	2.454931024	2.323384056
HCA_F_BRA8739144	DSP1001660005648_C08	DSP1001660005648	1.00166E+12	8	ring	ROI8_ring	ROI8_ring-aoi-001	122332.5104	2056	17272473	17263184	16769694	7933258	3673225	53.69840487	HCA_F_BRA8739144	62.61462187	1.397807086	144.641813	2.729879393	2.488560216	2.638977178
HCA_F_BRA8739214	DSP1001660005641_F05	DSP1001660005641	1.00166E+12	40	leftover	ROI40_leftover	ROI40_leftover-aoi-001	79330.99089	981	17745193	17736316	17233150	8110520	2830464	65.10132519	HCA_F_BRA8739214	48.11133155	1.378292329	107.3002476	2.097563295	1.933678547	2.002799921
HCA_F_BRA8739084	DSP1001660005640_D01	DSP1001660005640	1.00166E+12	31	geometric	Geometric Segment	Geometric Segment-aoi-001	190168.13	1405	17720489	17711044	17207935	9709393	3053632	68.54971263	HCA_F_BRA8739084	49.0732999	1.35913343	105.6818725	2.1395033	2.656706177	3.185676128
HCA_F_BRA8739169	DSP1001660005640_A12	DSP1001660005640	1.00166E+12	11	geometric	Geometric Segment	Geometric Segment-aoi-001	175775.9863	1530	17877119	17866823	17368322	10237641	3355151	67.22730363	HCA_F_BRA8739169	51.04460452	1.370813946	112.3042336	2.225448463	2.959368906	3.543638135
HCA_F_BRA8739342	DSP1001660005647_F09	DSP1001660005647	1.00166E+12	38	geometric	Geometric Segment	Geometric Segment-aoi-001	137826.3746	1736	18018825	11611856	10601295	5347981	2095716	60.81294978	HCA_F_BRA8739342	33.07150851	1.576674137	103.2306981	1.441855382	1.849605566	1.665923799
HCA_F_BRA8739105	DSP1001660005640_A04	DSP1001660005640	1.00166E+12	3	geometric	Geometric Segment	Geometric Segment-aoi-001	180018.2186	1355	18038284	18025985	17503646	10551648	3802124	63.96653869	HCA_F_BRA8739105	45.82218991	1.363303279	99.43906655	1.997761038	3.379733808	4.072803137
HCA_F_BRA8739237	DSP1001660005641_E08	DSP1001660005641	1.00166E+12	38	ring	ROI38_Rings	ROI38_Rings-aoi-001	50341.48273	1132	18201568	18194018	17677735	8001308	3411526	57.36289617	HCA_F_BRA8739237	56.61177067	1.359742891	122.0530765	2.468166404	2.320414256	2.379617494
HCA_F_BRA8739354	DSP1001660005647_B11	DSP1001660005647	1.00166E+12	16	leftover	ROI16_Rest	ROI16_Rest-aoi-001	170269.2774	2205	18135891	17730621	17169066	10764745	3712924	65.50848162	HCA_F_BRA8739354	78.04620051	1.428908723	190.4859656	3.40266711	3.177958655	3.373315004
HCA_F_BRA8739132	DSP1001660005640_D07	DSP1001660005640	1.00166E+12	37	geometric	Geometric Segment	Geometric Segment-aoi-001	225617.835	1716	18647869	18638518	18129548	10572617	3682310	65.17125325	HCA_F_BRA8739132	60.08489199	1.336924591	124.1745413	2.619587942	3.177958655	3.947982505
HCA_F_BRA8739208	DSP1001660005641_H04	DSP1001660005641	1.00166E+12	11	geometric	Geometric Segment	Geometric Segment-aoi-001	309052.4552	811	18626700	18618360	18091383	9075121	3166014	65.11325854	HCA_F_BRA8739208	63.70221307	1.343980242	133.3941336	2.777296317	2.253155872	2.149130912
HCA_F_BRA8739324	DSP1001660005647_D07	DSP1001660005647	1.00166E+12	22	ring	ROI22_Rings	ROI22_Rings-aoi-001	49114.89303	1014	18900639	8220046	3703974	2159529	1076399	50.15584417	HCA_F_BRA8739324	22.15181339	1.465118118	57.55603677	0.965777275	0.924802783	0.938145454
HCA_F_BRA8739146	DSP1001660005640_B09	DSP1001660005640	1.00166E+12	18	geometric	Geometric Segment	Geometric Segment-aoi-001	188157.1227	1727	18817017	18804001	18274949	10269004	3502184	65.89558247	HCA_F_BRA8739146	53.16384783	1.347556412	112.0685604	2.317843473	3.093885675	3.735874946
HCA_F_BRA8739134	DSP1001660005640_F07	DSP1001660005640	1.00166E+12	57	geometric	Geometric Segment	Geometric Segment-aoi-001	185272.9794	2061	19253742	19243975	18711513	11741240	4178999	64.40751573	HCA_F_BRA8739134	67.97684641	1.326354028	137.7240115	2.963662267	3.66558194	4.186654567
HCA_F_BRA8739178	DSP1001660005641_B01	DSP1001660005641	1.00166E+12	12	geometric	Geometric Segment	Geometric Segment-aoi-001	390059.1538	670	19364718	19355007	18818108	10077434	3351762	66.73992606	HCA_F_BRA8739178	72.48927274	1.34563265	152.2614751	3.160395543	2.488560216	2.100354758
HCA_F_BRA8739138	DSP1001660005640_B08	DSP1001660005640	1.00166E+12	17	geometric	Geometric Segment	Geometric Segment-aoi-001	175426.0057	1555	19444403	19434279	18888445	10739259	3423560	68.121078	HCA_F_BRA8739138	51.78383439	1.309602746	101.6349663	2.257677491	3.02662729	3.674231635
HCA_F_BRA8739200	DSP1001660005641_H03	DSP1001660005641	1.00166E+12	10	geometric	Geometric Segment	Geometric Segment-aoi-001	315380.3635	706	19458419	19449013	18898498	9770294	3263644	66.59625596	HCA_F_BRA8739200	70.38263577	1.342377082	146.9439971	3.068550145	2.404487236	2.098368285
HCA_F_BRA8739205	DSP1001660005641_E04	DSP1001660005641	1.00166E+12	37	ring	ROI37_ring	ROI37_ring-aoi-001	48082.78963	1109	19456531	19447375	18890519	8053111	3744844	53.49816984	HCA_F_BRA8739205	55.86034619	1.364447813	121.4775283	2.435405715	2.505374813	2.648206957
HCA_F_BRA8739269	DSP1001660005641_E12	DSP1001660005641	1.00166E+12	39	ring	ROI39_ring	ROI39_ring-aoi-001	115791.0144	1922	19921692	19912241	19349090	9383205	4214038	55.08956694	HCA_F_BRA8739269	71.90821195	1.395890718	165.541558	3.135062388	2.908925118	2.724900722
HCA_F_BRA8739274	DSP1001660005647_B01	DSP1001660005647	1.00166E+12	9	geometric	Geometric Segment	Geometric Segment-aoi-001	256583.9365	2087	21294846	20948271	20197685	12349715	4324286	64.98473042	HCA_F_BRA8739274	78.14180913	1.53234305	227.1294603	3.406835466	3.749654921	3.842915391
HCA_F_BRA8739242	DSP1001660005641_B09	DSP1001660005641	1.00166E+12	20	geometric	Geometric Segment	Geometric Segment-aoi-001	47132.93246	475	21572813	21562076	20948789	9102625	3083380	66.12647451	HCA_F_BRA8739242	48.24273368	1.455352425	123.268566	2.10329218	2.101824507	2.175400642
HCA_F_BRA8739272	DSP1001660005641_H12	DSP1001660005641	1.00166E+12	17	ring	ROI17_ring	ROI17_ring-aoi-001	60322.32359	1295	21539119	21528694	20917837	9505928	4204522	55.76947353	HCA_F_BRA8739272	69.75061008	1.392873878	159.708303	3.040995017	2.841666734	2.955651307
HCA_F_BRA8739318	DSP1001660005647_F06	DSP1001660005647	1.00166E+12	35	geometric	Geometric Segment	Geometric Segment-aoi-001	274784.349	2054	21907227	12595048	10764793	6858171	2855882	58.35796454	HCA_F_BRA8739318	72.72267825	1.451508317	184.5944701	3.170571582	2.572633197	2.309408563
HCA_F_BRA8739291	DSP1001660005647_C03	DSP1001660005647	1.00166E+12	17	leftover	ROI17_Rest	ROI17_Rest-aoi-001	179236.0112	1847	21879406	18874847	17909865	11660822	3611687	69.02716635	HCA_F_BRA8739291	86.96546504	1.426745576	211.4526637	3.791530218	3.127514867	3.179294526
HCA_F_BRA8739306	DSP1001660005647_B05	DSP1001660005647	1.00166E+12	13	geometric	Geometric Segment	Geometric Segment-aoi-001	229393.9001	1711	22200332	22095248	21391214	13732401	4448835	67.60337103	HCA_F_BRA8739306	123.5684551	1.366494473	269.728797	5.387351532	4.085946842	3.41744392
HCA_F_BRA8739314	DSP1001660005647_B06	DSP1001660005647	1.00166E+12	14	geometric	Geometric Segment	Geometric Segment-aoi-001	130512.6165	1205	22833185	21586875	17886595	9758632	3150104	67.71981975	HCA_F_BRA8739314	58.73524969	1.543189164	173.7587695	2.560746084	2.871092277	2.506884336
HCA_F_BRA8739246	DSP1001660005641_F09	DSP1001660005641	1.00166E+12	41	leftover	ROI41_leftover	ROI41_leftover-aoi-001	215648.3603	1244	22718357	22708126	22063978	10476583	4041986	61.41885193	HCA_F_BRA8739246	74.11900798	1.356649982	158.8909391	3.231448924	2.824852138	2.546065235
HCA_F_BRA8739278	DSP1001660005647_F01	DSP1001660005647	1.00166E+12	30	geometric	Geometric Segment	Geometric Segment-aoi-001	208959.8945	1351	23989233	22601091	14539253	9409296	3485214	62.95988563	HCA_F_BRA8739278	68.3251259	1.422602049	164.9259581	2.978846596	3.009812694	3.364862115
HCA_F_BRA8739097	DSP1001660005640_A03	DSP1001660005640	1.00166E+12	2	geometric	Geometric Segment	Geometric Segment-aoi-001	204291.2763	1450	25411995	25399601	24700164	15447604	5460324	64.65261538	HCA_F_BRA8739097	63.56170436	1.352098986	135.1191025	2.771170403	4.708086896	6.296965533
HCA_F_BRA8739152	DSP1001660005648_C09	DSP1001660005648	1.00166E+12	8	leftover	ROI8_leftover	ROI8_leftover-aoi-001	201189.9145	2383	25889168	25875044	25143596	11691936	4444187	61.98929758	HCA_F_BRA8739152	76.04567579	1.391914935	173.8226076	3.315448006	2.992998098	3.030248375
HCA_F_BRA8739151	DSP1001660005648_B09	DSP1001660005648	1.00166E+12	5	leftover	ROI5_leftover	ROI5_leftover-aoi-001	214771.909	1984	25929299	25916815	25179239	12099969	4148794	65.71235844	HCA_F_BRA8739151	73.70464658	1.376571504	163.8671142	3.213383549	2.841666734	2.730649381
HCA_F_BRA8739226	DSP1001660005641_B07	DSP1001660005641	1.00166E+12	18	geometric	Geometric Segment	Geometric Segment-aoi-001	39767.39553	504	26016425	26004357	25245821	10601114	3577489	66.25365032	HCA_F_BRA8739226	50.70307712	1.363750801	110.1214353	2.210558512	2.404487236	2.819134474
HCA_F_BRA8739298	DSP1001660005647_B04	DSP1001660005647	1.00166E+12	12	geometric	Geometric Segment	Geometric Segment-aoi-001	340956.8898	2155	26158065	24641785	16637821	11473409	5139406	55.20593749	HCA_F_BRA8739298	156.9849288	1.348709151	331.6299311	6.844246747	4.674457704	4.059872869
HCA_F_BRA8739290	DSP1001660005647_B03	DSP1001660005647	1.00166E+12	11	geometric	Geometric Segment	Geometric Segment-aoi-001	342876.8105	2193	26290135	26090473	25345038	18042273	6060714	66.40825688	HCA_F_BRA8739290	191.5440853	1.34601287	402.6166929	8.350960776	5.431114527	4.670569768
HCA_F_BRA8739193	DSP1001660005641_A03	DSP1001660005641	1.00166E+12	2	geometric	Geometric Segment	Geometric Segment-aoi-001	68097.51306	836	27581028	27567382	26793780	11053590	4395725	60.23260316	HCA_F_BRA8739193	65.55802277	1.357266599	140.698268	2.858206119	2.94255431	3.072122549
HCA_F_BRA8739234	DSP1001660005641_B08	DSP1001660005641	1.00166E+12	19	geometric	Geometric Segment	Geometric Segment-aoi-001	53572.44943	625	27633061	27619791	26827731	11505652	4221740	63.30725108	HCA_F_BRA8739234	64.30489032	1.368271428	140.8233422	2.803571908	2.892110522	3.065797624
HCA_F_BRA8739187	DSP1001660005641_C02	DSP1001660005641	1.00166E+12	25	geometric	Geometric Segment	Geometric Segment-aoi-001	237854.0539	1178	29045862	29034057	28211695	12350670	4443436	64.02271294	HCA_F_BRA8739187	76.95041611	1.383437864	173.2248193	3.354892977	3.077071078	2.775964176
HCA_F_BRA8739180	DSP1001660005641_D01	DSP1001660005641	1.00166E+12	33	leftover	ROI33_leftover	ROI33_leftover-aoi-001	77978.26925	980	29156932	29138295	28310309	11881812	4359968	63.30552949	HCA_F_BRA8739180	65.46968495	1.399751562	151.7636116	2.854354757	2.959368906	3.19862282
HCA_F_BRA8739217	DSP1001660005641_A06	DSP1001660005641	1.00166E+12	5	geometric	Geometric Segment	Geometric Segment-aoi-001	129128.0067	1007	29522049	29508507	28677220	12994040	4845861	62.70704877	HCA_F_BRA8739217	86.20077384	1.367627145	188.551697	3.758191124	3.329290019	3.190390837
HCA_F_BRA8739328	DSP1001660005648_E07	DSP1001660005648	1.00166E+12	24	geometric	Geometric Segment	Geometric Segment-aoi-001	54058.66517	550	29710766	7126773	3221854	33267	23419	29.60290979	HCA_F_BRA8739328	1.032256517	1.15657348	1.484980352	0.045004437	0.016814596	0.017206675
HCA_F_BRA8739183	DSP1001660005641_G01	DSP1001660005641	1.00166E+12	42	leftover	ROI42_Rest	ROI42_Rest-aoi-001	270246.125	1383	30436301	30421112	29553827	13251547	4729597	64.30909538	HCA_F_BRA8739183	84.02742712	1.406140459	197.0120668	3.663437307	3.295660827	3.023047434
HCA_F_BRA8739184	DSP1001660005641_H01	DSP1001660005641	1.00166E+12	8	geometric	Geometric Segment	Geometric Segment-aoi-001	155576.5641	1274	31892886	31876653	30971707	15275078	6394043	58.14068511	HCA_F_BRA8739184	101.8800488	1.370410534	223.9834168	4.441777936	4.304536591	4.712884532
HCA_F_BRA8739186	DSP1001660005641_B02	DSP1001660005641	1.00166E+12	13	geometric	Geometric Segment	Geometric Segment-aoi-001	132766.7316	837	32034752	32021275	31118446	15279262	5112762	66.53789954	HCA_F_BRA8739186	79.48126939	1.372266243	175.3318214	3.465233406	3.800098709	3.922151653
HCA_F_BRA8739335	DSP1001660005648_D08	DSP1001660005648	1.00166E+12	13	geometric	Geometric Segment	Geometric Segment-aoi-001	204755.0756	2702	32836915	23008287	20025917	8830031	4771125	45.96706399	HCA_F_BRA8739335	66.94644594	1.419736658	160.7855501	2.918738751	3.430177596	3.46405085
HCA_F_BRA8739250	DSP1001660005641_B10	DSP1001660005641	1.00166E+12	21	geometric	Geometric Segment	Geometric Segment-aoi-001	109534.3019	825	32795577	32780087	31843446	13773210	4640241	66.30966202	HCA_F_BRA8739250	78.41643542	1.406778555	184.0650974	3.418808654	3.211587847	3.053108539
HCA_F_BRA8739224	DSP1001660005641_H06	DSP1001660005641	1.00166E+12	13	geometric	Geometric Segment	Geometric Segment-aoi-001	183443.9873	1101	32908025	32894377	31958646	15608732	6319478	59.51318787	HCA_F_BRA8739224	107.3120127	1.382447581	241.1404255	4.678601314	4.657643108	4.727768362
HCA_F_BRA8739177	DSP1001660005648_A05	DSP1001660005648	1.00166E+12	1	leftover	ROI1_leftover	ROI1_leftover-aoi-001	166244.1057	1711	32992473	32975740	32028428	14663629	5661198	61.39292668	HCA_F_BRA8739177	97.23667817	1.384845505	219.4489102	4.239335734	3.783284113	3.822740203
HCA_F_BRA8739255	DSP1001660005641_G10	DSP1001660005641	1.00166E+12	5	geometric	Geometric Segment	Geometric Segment-aoi-001	125178.2932	958	33183678	33169039	32229124	15589467	5496994	64.73905105	HCA_F_BRA8739255	100.338237	1.355162548	214.5087156	4.374557847	3.749654921	3.697862591
HCA_F_BRA8739087	DSP1001660005648_B01	DSP1001660005648	1.00166E+12	3	leftover	ROI3_leftover	ROI3_leftover-aoi-001	252222.676	2890	33129497	33111431	32154503	15212115	6671316	56.14471755	HCA_F_BRA8739087	117.6011167	1.384282484	265.1387805	5.127186837	4.506311743	4.452984088
HCA_F_BRA8739192	DSP1001660005641_H02	DSP1001660005641	1.00166E+12	9	geometric	Geometric Segment	Geometric Segment-aoi-001	315374.6805	1620	33605129	33589093	32633731	16025455	6729335	58.00846216	HCA_F_BRA8739192	115.6334338	1.389486014	263.1593907	5.041399576	4.619810267	4.805038697
HCA_F_BRA8739209	DSP1001660005641_A05	DSP1001660005641	1.00166E+12	4	geometric	Geometric Segment	Geometric Segment-aoi-001	86945.63446	1007	33421747	33406458	32451892	13996944	5347556	61.79483179	HCA_F_BRA8739209	84.57512838	1.394372263	194.1732964	3.687316049	3.631952748	3.637557775
HCA_F_BRA8739244	DSP1001660005641_D09	DSP1001660005641	1.00166E+12	35	leftover	ROI35_leftover	ROI35_leftover-aoi-001	205946.462	1653	33755988	33713988	32709338	14638666	5392653	63.1615818	HCA_F_BRA8739244	92.6724181	1.389587268	210.9429722	4.040342605	3.716025729	3.363571039
HCA_F_BRA8739282	DSP1001660005647_B02	DSP1001660005647	1.00166E+12	10	geometric	Geometric Segment	Geometric Segment-aoi-001	380116.5157	2314	33913347	33485388	32516971	22417798	7991185	64.35339011	HCA_F_BRA8739282	213.0591284	1.379425458	476.1521372	9.288976066	6.927613576	6.761116655
HCA_F_BRA8739120	DSP1001660005648_C05	DSP1001660005648	1.00166E+12	7	leftover	ROI7_leftover	ROI7_leftover-aoi-001	90458.06956	1146	33850114	33831297	32855058	14030481	4940287	64.78889783	HCA_F_BRA8739120	74.5689419	1.384467225	168.1762554	3.251065195	3.295660827	3.660714116
HCA_F_BRA8739201	DSP1001660005641_A04	DSP1001660005641	1.00166E+12	3	geometric	Geometric Segment	Geometric Segment-aoi-001	77095.34568	1196	34087129	34069426	33095622	13877605	5189402	62.60592516	HCA_F_BRA8739201	79.33617722	1.347243423	167.1423294	3.458907661	3.49743598	3.471090587
HCA_F_BRA8739179	DSP1001660005641_C01	DSP1001660005641	1.00166E+12	24	geometric	Geometric Segment	Geometric Segment-aoi-001	195425.7322	1187	34799037	34750270	33716384	14460985	5638478	61.00903223	HCA_F_BRA8739179	93.24731396	1.379325925	208.3548329	4.06540698	3.900986285	3.884894775
HCA_F_BRA8739225	DSP1001660005641_A07	DSP1001660005641	1.00166E+12	6	geometric	Geometric Segment	Geometric Segment-aoi-001	184674.05	1423	35021570	35005415	33997559	16011578	6491954	59.45462715	HCA_F_BRA8739225	112.5327967	1.387081071	254.9962096	4.906217646	4.506311743	4.297487947
HCA_F_BRA8739233	DSP1001660005641_A08	DSP1001660005641	1.00166E+12	7	geometric	Geometric Segment	Geometric Segment-aoi-001	224337.0986	1401	34914641	34897816	33924288	16684339	6407267	61.59711811	HCA_F_BRA8739233	107.9795382	1.383898986	243.2777795	4.707704165	4.388609571	4.371805233
HCA_F_BRA8739258	DSP1001660005641_B11	DSP1001660005641	1.00166E+12	22	geometric	Geometric Segment	Geometric Segment-aoi-001	123670.3929	970	35558175	35541521	34512529	14685440	5034867	65.71524585	HCA_F_BRA8739258	82.73708568	1.414613722	196.9222938	3.607180854	3.446992192	3.408469024
HCA_F_BRA8739088	DSP1001660005648_C01	DSP1001660005648	1.00166E+12	6	leftover	ROI6_leftover	ROI6_leftover-aoi-001	166367.8697	1475	36144817	36127192	35087042	16193037	6847574	57.71284905	HCA_F_BRA8739088	121.8638193	1.362361551	264.0010969	5.313032628	4.624013916	4.692202967
