"","x"
"10404","NT5DC4"
"10405","NT5E"
"10406","NT5M"
"10407","NTAN1"
"10408","NTF3"
"10409","NTF4"
"10410","NTHL1"
"10411","NTM"
"10412","NTMT1"
"10413","NTN1"
"10414","NTN3"
"10415","NTN4"
"10416","NTN5"
"10417","NTNG1"
"10418","NTNG2"
"10419","NTPCR"
"10420","NTRK1"
"10421","NTRK2"
"10422","NTRK3"
"10423","NTS"
"10424","NTSR1"
"10425","NTSR2"
"10426","NUAK1"
"10427","NUAK2"
"10428","NUB1"
"10429","NUBP1"
"10430","NUBP2"
"10431","NUBPL"
"10432","NUCB1"
"10433","NUCB2"
"10434","NUCKS1"
"10435","NUDC"
"10436","NUDCD1"
"10437","NUDCD2"
"10438","NUDCD3"
"10439","NUDT1"
"10440","NUDT10"
"10441","NUDT11"
"10442","NUDT12"
"10443","NUDT13"
"10444","NUDT14"
"10445","NUDT15"
"10446","NUDT16"
"10447","NUDT16L1,MGRN1"
"10448","NUDT17"
"10449","NUDT18"
"10450","NUDT19"
"10451","NUDT2"
"10452","NUDT21"
"10453","NUDT22"
"10454","NUDT3"
"10455","NUDT4"
"10456","NUDT5"
"10457","NUDT6"
"10458","NUDT7"
"10459","NUDT8"
"10460","NUDT9"
"10461","NUF2"
"10462","NUFIP1"
"10463","NUFIP2"
"10464","NUGGC"
"10465","NUMA1"
"10466","NUMB"
"10467","NUMBL"
"10468","NUP107"
"10469","NUP133"
"10470","NUP153"
"10471","NUP155"
"10472","NUP160"
"10473","NUP188"
"10474","NUP205"
"10475","NUP210"
"10476","NUP210L"
"10477","NUP214"
"10478","NUP35"
"10479","NUP37"
"10480","NUP42"
"10481","NUP43"
"10482","NUP50"
"10483","NUP54"
"10484","NUP58"
"10485","NUP62"
"10486","NUP62CL"
"10487","NUP85"
"10488","NUP88"
"10489","NUP93"
"10490","NUP98"
"10491","NUPR1"
"10492","NUPR2"
"10493","NUS1"
"10494","NUSAP1"
"10495","NUTF2"
"10496","NUTM1"
"10497","NUTM2E,NUTM2B,NUTM2D,NUTM2A"
"10498","NUTM2F"
"10499","NUTM2G"
"10500","NVL"
"10501","NWD1"
"10502","NWD2"
"10503","NXF1"
"10504","NXF2B,NXF2"
"10505","NXF3"
"10506","NXF5"
"10507","NXN"
"10508","NXNL1"
"10509","NXNL2"
"10510","NXPE1"
"10511","NXPE2"
"10512","NXPE3"
"10513","NXPE4"
"10514","NXPH1"
"10515","NXPH2"
"10516","NXPH3"
"10517","NXPH4"
"10518","NXT1"
"10519","NXT2"
"10520","NYAP1"
"10521","NYAP2"
"10522","NYNRIN"
"10523","NYX"
"10524","OAF"
"10525","OARD1"
"10526","OAS1"
"10527","OAS2"
"10528","OAS3"
"10529","OASL"
"10530","OAT"
"10531","OAZ1"
"10532","OAZ2"
"10533","OAZ3"
"10534","OBP2A"
"10535","OBP2B"
"10536","OBSCN"
"10537","OBSL1"
"10538","OC90"
"10539","OCA2"
"10540","OCEL1"
"10541","OCIAD1"
"10542","OCIAD2"
"10543","OCLN"
"10544","OCM,OCM2"
"10545","OCRL"
"10546","OCSTAMP"
"10547","ODAM"
"10548","ODAPH"
"10549","ODC1"
"10550","ODF1"
"10551","ODF2"
"10552","ODF2L"
"10553","ODF3"
"10554","ODF3B"
"10555","ODF3L1"
"10556","ODF3L2"
"10557","ODF4"
"10558","ODR4"
"10559","OFCC1,LOC112267856"
"10560","OFD1"
"10561","OGA"
"10562","OGDH"
"10563","OGDHL"
"10564","OGFOD1"
"10565","OGFOD2"
"10566","OGFOD3"
"10567","OGFR"
"10568","OGFRL1"
"10569","OGG1"
"10570","OGN"
"10571","OGT"
"10572","OIP5"
"10573","OIT3"
"10574","OLA1"
"10575","OLFM1"
"10576","OLFM2"
"10577","OLFM3"
"10578","OLFM4"
"10579","OLFML1"
"10580","OLFML2A"
"10581","OLFML2B"
"10582","OLFML3"
"10583","OLIG1"
"10584","OLIG2"
"10585","OLIG3"
"10586","OLR1"
"10587","OMA1"
"10588","OMD"
"10589","OMG"
"10590","OMP"
"10591","ONECUT1"
"10592","ONECUT2"
"10593","OOEP"
"10594","OOSP2"
"10595","OOSP4B"
"10596","OPA1"
"10597","OPA3"
"10598","OPALIN"
"10599","OPCML"
"10600","OPHN1"
"10601","OPLAH"
"10602","OPN1MW2,OPN1LW,OPN1MW,OPN1MW3"
"10603","OPN1SW"
"10604","OPN3"
"10605","OPN4"
"10606","OPN5"
"10607","OPRD1"
"10608","OPRK1"
"10609","OPRL1"
"10610","OPRM1"
"10611","OPRPN"
"10612","OPTC"
"10613","OPTN"
"10614","OR10A3"
"10615","OR10A4"
"10616","OR10A5"
"10617","OR10A6"
"10618","OR10A7"
"10619","OR10AC1"
"10620","OR10AD1"
"10621","OR10AG1"
"10622","OR10C1"
"10623","OR10D3"
"10624","OR10G2"
"10625","OR10G3"
"10626","OR10G4"
"10627","OR10G6"
"10628","OR10G7"
"10629","OR10G8"
"10630","OR10G9"
"10631","OR10H1"
"10632","OR10H2"
"10633","OR10H3"
"10634","OR10H4"
"10635","OR10H5"
"10636","OR10J1"
"10637","OR10J3"
"10638","OR10J4"
"10639","OR10J5"
"10640","OR10K1"
"10641","OR10K2"
"10642","OR10P1"
"10643","OR10Q1"
"10644","OR10R2"
"10645","OR10S1"
"10646","OR10T2"
"10647","OR10V1"
"10648","OR10W1"
"10649","OR10X1"
"10650","OR10Z1"
"10651","OR11A1"
"10652","OR11G2"
"10653","OR11H4"
"10654","OR11H6"
"10655","OR11H7"
"10656","OR11L1"
"10657","OR12D1"
"10658","OR12D2"
"10659","OR12D3"
"10660","OR13A1"
"10661","OR13C2"
"10662","OR13C3"
"10663","OR13C4"
"10664","OR13C5"
"10665","OR13C8"
"10666","OR13C9"
"10667","OR13D1"
"10668","OR13F1"
"10669","OR13G1"
"10670","OR13H1"
"10671","OR13J1"
"10672","OR14A16"
"10673","OR14A2"
"10674","OR14C36"
"10675","OR14I1"
"10676","OR14J1"
"10677","OR14K1"
"10678","OR1A1"
"10679","OR1A2"
"10680","OR1B1"
"10681","OR1C1"
"10682","OR1D2"
"10683","OR1D4,OR1D5"
"10684","OR1E1"
"10685","OR1E2"
"10686","OR1E3"
"10687","OR1F1"
"10688","OR1G1"
"10689","OR1I1"
"10690","OR1J1"
"10691","OR1J2"
"10692","OR1J4"
"10693","OR1K1"
"10694","OR1L1"
"10695","OR1L3"
"10696","OR1L8"
"10697","OR1M1"
"10698","OR1N1"
"10699","OR1N2"
"10700","OR1Q1"
"10701","OR1S1"
"10702","OR1S2"
"10703","OR2A12"
"10704","OR2A14"
"10705","OR2A2"
"10706","OR2A25"
"10707","OR2A4,LOC107987545"
"10708","OR2A5"
"10709","OR2AE1"
"10710","OR2AG1"
"10711","OR2AG2"
"10712","OR2AJ1"
"10713","OR2AK2"
"10714","OR2AP1"
"10715","OR2AT4"
"10716","OR2B11"
"10717","OR2B2"
"10718","OR2B3"
"10719","OR2B6"
"10720","OR2C1"
"10721","OR2C3"
"10722","OR2D2"
"10723","OR2D3"
"10724","OR2F1"
"10725","OR2F2"
"10726","OR2G2"
"10727","OR2G3"
"10728","OR2G6"
"10729","OR2H1"
"10730","OR2H2"
"10731","OR2J2"
"10732","OR2J3"
"10733","OR2K2"
"10734","OR2L13"
"10735","OR2L2"
"10736","OR2L3,OR2L8"
"10737","OR2L5"
"10738","OR2M2"
"10739","OR2M4"
"10740","OR2M5,OR2M3"
"10741","OR2M5,OR2M7"
"10742","OR2S2"
"10743","OR2T1"
"10744","OR2T10"
"10745","OR2T11"
"10746","OR2T12"
"10747","OR2T35,OR2T2"
"10748","OR2T4"
"10749","OR2T5"
"10750","OR2T6"
"10751","OR2T7,OR2T27"
"10752","OR2V1"
"10753","OR2V2"
"10754","OR2W1"
"10755","OR2W3"
"10756","OR2W5"
"10757","OR2Y1"
"10758","OR2Z1"
"10759","OR3A1"
"10760","OR3A2"
"10761","OR3A3"
"10762","OR4A15"
"10763","OR4A16"
"10764","OR4A47"
"10765","OR4A5"
"10766","OR4B1"
"10767","OR4C11"
"10768","OR4C12"
"10769","OR4C13"
"10770","OR4C15"
"10771","OR4C16"
"10772","OR4C3"
"10773","OR4C45"
"10774","OR4C46"
"10775","OR4C5"
"10776","OR4C6"
"10777","OR4D1"
"10778","OR4D10"
"10779","OR4D11"
"10780","OR4D2"
"10781","OR4D5"
"10782","OR4D6"
"10783","OR4D9"
"10784","OR4E1"
"10785","OR4E2"
"10786","OR4F15"
"10787","OR4F17"
"10788","OR4F3,OR4F29,OR4F16,OR4F21"
"10789","OR4F6"
"10790","OR4K1"
"10791","OR4K13"
"10792","OR4K14"
"10793","OR4K15"
"10794","OR4K17"
"10795","OR4K2"
"10796","OR4K3"
"10797","OR4K5"
"10798","OR4L1"
"10799","OR4M1,OR4M2"
"10800","OR4N2"
"10801","OR4N4,LOC102723532,LOC105369274"
"10802","OR4N5"
"10803","OR4P4"
"10804","OR4Q2"
"10805","OR4Q3"
"10806","OR4S1"
"10807","OR4S2"
"10808","OR4X1"
"10809","OR4X2"
"10810","OR51A2,OR51A4"
"10811","OR51A7"
"10812","OR51B2"
"10813","OR51B4"
"10814","OR51B5"
"10815","OR51B6"
"10816","OR51D1"
"10817","OR51E1"
"10818","OR51E2"
"10819","OR51F1"
"10820","OR51F2"
"10821","OR51G1"
"10822","OR51G2"
"10823","OR51H1"
"10824","OR51I1"
"10825","OR51I2"
"10826","OR51J1"
"10827","OR51L1"
"10828","OR51M1"
"10829","OR51Q1"
"10830","OR51S1"
"10831","OR51T1"
"10832","OR51V1"
"10833","OR52A1"
"10834","OR52A5"
"10835","OR52B2"
"10836","OR52B4"
"10837","OR52B6"
"10838","OR52D1"
"10839","OR52E1"
"10840","OR52E2"
"10841","OR52E4"
"10842","OR52E5"
"10843","OR52E6"
"10844","OR52E8"
"10845","OR52H1"
"10846","OR52I1"
"10847","OR52I2"
"10848","OR52J3"
"10849","OR52K1"
"10850","OR52K2"
"10851","OR52L1"
"10852","OR52M1"
"10853","OR52N1"
"10854","OR52N2"
"10855","OR52N4"
"10856","OR52N5"
"10857","OR52R1"
"10858","OR52W1"
"10859","OR52Z1"
"10860","OR56A1"
"10861","OR56A3"
"10862","OR56A4"
"10863","OR56A5"
"10864","OR56B1"
"10865","OR56B4"
"10866","OR5A1"
"10867","OR5A2"
"10868","OR5AC2"
"10869","OR5AK2"
"10870","OR5AL1"
"10871","OR5AN1"
"10872","OR5AP2"
"10873","OR5AR1"
"10874","OR5AS1"
"10875","OR5AU1"
"10876","OR5B12"
"10877","OR5B17"
"10878","OR5B2"
"10879","OR5B21"
"10880","OR5B3"
"10881","OR5C1"
"10882","OR5D13"
"10883","OR5D14"
"10884","OR5D16"
"10885","OR5D18"
"10886","OR5F1"
"10887","OR5H2"
"10888","OR5H6,OR5H14"
"10889","OR5I1"
"10890","OR5J2"
"10891","OR5K2"
"10892","OR5K3"
"10893","OR5K4"
"10894","OR5L1"
"10895","OR5L2"
"10896","OR5M10"
"10897","OR5M11"
"10898","OR5M3"
"10899","OR5M8"
"10900","OR5M9"
"10901","OR5P2"
"10902","OR5P3"
"10903","OR5R1"
"10904","OR5T1"
"10905","OR5T2"
"10906","OR5T3"
"10907","OR5V1"
"10908","OR5W2"
"10909","OR6A2"
"10910","OR6B1"
"10911","OR6B2"
"10912","OR6B3"
"10913","OR6C1"
"10914","OR6C2"
"10915","OR6C3"
"10916","OR6C4"
"10917","OR6C6"
"10918","OR6C65"
"10919","OR6C68"
"10920","OR6C70"
"10921","OR6C74"
"10922","OR6C75"
"10923","OR6C76"
"10924","OR6F1"
"10925","OR6J1"
"10926","OR6K2"
"10927","OR6K3"
"10928","OR6K6"
"10929","OR6M1"
"10930","OR6N1"
"10931","OR6N2"
"10932","OR6P1"
"10933","OR6Q1"
"10934","OR6S1"
"10935","OR6T1"
"10936","OR6V1"
"10937","OR6X1"
"10938","OR6Y1"
"10939","OR7A10"
"10940","OR7A17"
"10941","OR7A5"
"10942","OR7C1"
"10943","OR7C2"
"10944","OR7D2"
"10945","OR7D4"
"10946","OR7E24"
"10947","OR7G1"
"10948","OR7G2"
"10949","OR7G3"
"10950","OR8A1"
"10951","OR8B12"
"10952","OR8B4"
"10953","OR8B8"
"10954","OR8D1"
"10955","OR8D2"
"10956","OR8D4"
"10957","OR8G1,OR8G5,OR8G2P"
"10958","OR8H1"
"10959","OR8I2"
"10960","OR8J1"
"10961","OR8J3"
"10962","OR8K1"
"10963","OR8K3"
"10964","OR8K5"
"10965","OR8S1"
"10966","OR8U9"
"10967","OR9A2"
"10968","OR9A4"
"10969","OR9G4"
"10970","OR9I1"
"10971","OR9K2"
"10972","OR9Q1"
"10973","OR9Q2"
"10974","ORAI1"
"10975","ORAI2"
"10976","ORAI3"
"10977","ORC1"
"10978","ORC2"
"10979","ORC3"
"10980","ORC4"
"10981","ORC5"
"10982","ORC6"
"10983","ORM1"
"10984","ORM2"
"10985","ORMDL1"
"10986","ORMDL2"
"10987","ORMDL3"
"10988","OS9"
"10989","OSBP"
"10990","OSBPL10"
"10991","OSBPL11"
"10992","OSBPL1A"
"10993","OSBPL2"
"10994","OSBPL3"
"10995","OSBPL5"
"10996","OSBPL6"
"10997","OSBPL7"
"10998","OSBPL8"
"10999","OSBPL9"
"11000","OSCAR"
"11001","OSCP1"
"11002","OSER1"
"11003","OSGEP"
"11004","OSGEPL1"
"11005","OSGIN1"
"11006","OSGIN2"
"11007","OSM"
"11008","OSMR"
"11009","OSR1"
"11010","OSR2"
"11011","OST4"
"11012","OSTC"
"11013","OSTF1"
"11014","OSTM1"
"11015","OSTN"
"11016","OTC"
"11017","OTOA"
"11018","OTOF"
"11019","OTOG"
"11020","OTOGL"
"11021","OTOL1"
"11022","OTOP1"
"11023","OTOP2"
"11024","OTOP3"
"11025","OTOR"
"11026","OTOS"
"11027","OTP"
"11028","OTUB1"
"11029","OTUB2"
"11030","OTUD1"
"11031","OTUD3"
"11032","OTUD4"
"11033","OTUD5"
"11034","OTUD6A"
"11035","OTUD6B"
"11036","OTUD7A"
"11037","OTUD7B"
"11038","OTULIN"
"11039","OTULINL"
"11040","OTX1"
"11041","OTX2"
"11042","OVCA2"
"11043","OVCH1"
"11044","OVCH2"
"11045","OVGP1"
"11046","OVOL1"
"11047","OVOL2"
"11048","OVOL3"
"11049","OXA1L"
"11050","OXCT1"
"11051","OXCT2,OXCT2P1"
"11052","OXER1"
"11053","OXGR1"
"11054","OXLD1"
"11055","OXNAD1"
"11056","OXR1"
"11057","OXSM"
"11058","OXSR1"
"11059","OXT"
"11060","OXTR"
"11061","P2RX1"
"11062","P2RX2"
"11063","P2RX3"
"11064","P2RX4"
"11065","P2RX5,P2RX5-TAX1BP3"
"11066","P2RX6"
"11067","P2RX7"
"11068","P2RY1"
"11069","P2RY10"
"11070","P2RY12"
"11071","P2RY13"
"11072","P2RY14"
"11073","P2RY2"
"11074","P2RY4"
"11075","P2RY6"
"11076","P2RY8"
"11077","P3H1"
"11078","P3H2"
"11079","P3H3"
"11080","P3H4"
"11081","P4HA1"
"11082","P4HA2"
"11083","P4HA3"
"11084","P4HB"
"11085","P4HTM"
"11086","PA2G4"
"11087","PAAF1"
"11088","PABPC1"
"11089","PABPC1L"
"11090","PABPC1L2A,PABPC1L2B"
"11091","PABPC3"
"11092","PABPC4"
"11093","PABPC4L"
"11094","PABPC5"
"11095","PABPN1,BCL2L2-PABPN1"
"11096","PABPN1L"
"11097","PACC1"
"11098","PACRG"
"11099","PACRGL,KCNIP4"
"11100","PACS1"
"11101","PACS2"
"11102","PACSIN1"
"11103","PACSIN2"
"11104","PACSIN3"
"11105","PADI1"
"11106","PADI2"
"11107","PADI3"
"11108","PADI4"
"11109","PADI6"
"11110","PAEP"
"11111","PAF1"
"11112","PAFAH1B1"
"11113","PAFAH1B2"
"11114","PAFAH1B3"
"11115","PAFAH2"
"11116","PAG1"
"11117","PAGE1"
"11118","PAGE2B,PAGE5,PAGE2"
"11119","PAGE3"
"11120","PAGE4"
"11121","PAGR1"
"11122","PAH"
"11123","PAICS"
"11124","PAIP1"
"11125","PAIP2"
"11126","PAIP2B"
"11127","PAK1"
"11128","PAK1IP1"
"11129","PAK2"
"11130","PAK3"
"11131","PAK4"
"11132","PAK5"
"11133","PAK6,BUB1B-PAK6"
"11134","PALB2"
"11135","PALD1"
"11136","PALLD,CBR4"
"11137","PALM"
"11138","PALM2AKAP2"
"11139","PALM3"
"11140","PALMD"
"11141","PAM"
"11142","PAM16"
"11143","PAMR1"
"11144","PAN2"
"11145","PAN3"
"11146","PANK1"
"11147","PANK2"
"11148","PANK3"
"11149","PANK4"
"11150","PANO1"
"11151","PANX1"
"11152","PANX2"
"11153","PANX3"
"11154","PAOX"
"11155","PAPLN"
"11156","PAPOLA"
"11157","PAPOLB"
"11158","PAPOLG"
"11159","PAPPA"
"11160","PAPPA2"
"11161","PAPSS1"
"11162","PAPSS2"
"11163","PAQR3"
"11164","PAQR4"
"11165","PAQR5"
"11166","PAQR6"
"11167","PAQR7"
"11168","PAQR8"
"11169","PAQR9"
"11170","PARD3"
"11171","PARD3B"
"11172","PARD6A"
"11173","PARD6B"
"11174","PARD6G"
"11175","PARG"
"11176","PARK7"
"11177","PARL"
"11178","PARM1"
"11179","PARN"
"11180","PARP1"
"11181","PARP10"
"11182","PARP11"
"11183","PARP12"
"11184","PARP14"
"11185","PARP15"
"11186","PARP16"
"11187","PARP2"
"11188","PARP3"
"11189","PARP4"
"11190","PARP6"
"11191","PARP8"
"11192","PARP9"
"11193","PARPBP"
"11194","PARS2"
"11195","PARVA"
"11196","PARVB"
"11197","PARVG"
"11198","PASD1"
"11199","PASK"
"11200","PATE1"
"11201","PATE2"
"11202","PATE3"
"11203","PATE4"
"11204","PATJ"
"11205","PATL1"
"11206","PATL2"
"11207","PATZ1"
"11208","PAWR"
"11209","PAX1"
"11210","PAX2"
"11211","PAX3"
"11212","PAX4"
"11213","PAX5"
"11214","PAX6"
"11215","PAX7"
"11216","PAX8"
"11217","PAX9"
"11218","PAXBP1"
"11219","PAXIP1"
"11220","PAXX"
"11221","PBDC1"
"11222","PBK"
"11223","PBLD"
"11224","PBOV1"
"11225","PBRM1"
"11226","PBX1"
"11227","PBX2"
"11228","PBX3"
"11229","PBX4"
"11230","PBXIP1"
"11231","PC"
"11232","PCARE"
"11233","PCBD1"
"11234","PCBD2"
"11235","PCBP1"
"11236","PCBP2"
"11237","PCBP3"
"11238","PCBP4"
"11239","PCCA"
"11240","PCCB"
"11241","PCDH1"
"11242","PCDH10"
"11243","PCDH11X,PCDH11Y"
"11244","PCDH12"
"11245","PCDH15"
"11246","PCDH17"
"11247","PCDH18"
"11248","PCDH19"
"11249","PCDH20"
"11250","PCDH7"
"11251","PCDH8"
"11252","PCDH9"
"11253","PCED1A"
"11254","PCED1B"
"11255","PCF11"
"11256","PCGF1"
"11257","PCGF2"
"11258","PCGF3"
"11259","PCGF5"
"11260","PCGF6"
"11261","PCID2"
"11262","PCIF1"
"11263","PCK1"
"11264","PCK2"
"11265","PCLAF"
"11266","PCLO"
"11267","PCM1"
"11268","PCMT1"
"11269","PCMTD1"
"11270","PCMTD2"
"11271","PCNA-AS1,PCNA"
"11272","PCNP"
"11273","PCNT"
"11274","PCNX1"
"11275","PCNX2"
"11276","PCNX3"
"11277","PCNX4"
"11278","PCOLCE"
"11279","PCOLCE2"
"11280","PCP2"
"11281","PCP4"
"11282","PCP4L1"
"11283","PCSK1"
"11284","PCSK1N"
"11285","PCSK2"
"11286","PCSK4"
"11287","PCSK5"
"11288","PCSK6"
"11289","PCSK7"
"11290","PCSK9"
"11291","PCTP"
"11292","PCYOX1"
"11293","PCYOX1L"
"11294","PCYT1A"
"11295","PCYT1B"
"11296","PCYT2,NPB"
"11297","PDAP1"
"11298","PDC"
"11299","PDCD1"
"11300","PDCD10"
"11301","PDCD11"
"11302","PDCD1LG2"
"11303","PDCD2"
"11304","PDCD2L"
"11305","PDCD4"
"11306","PDCD5"
"11307","PDCD6"
"11308","PDCD6IP"
"11309","PDCD7"
"11310","PDCL"
"11311","PDCL2"
"11312","PDCL3"
"11313","PDE10A"
"11314","PDE11A"
"11315","PDE12"
"11316","PDE1A"
"11317","PDE1B"
"11318","PDE1C"
"11319","PDE2A"
"11320","PDE3A"
"11321","PDE3B"
"11322","PDE4A"
"11323","PDE4B"
"11324","PDE4C"
"11325","PDE4D"
"11326","PDE5A"
"11327","PDE6A"
"11328","PDE6B"
"11329","PDE6C"
"11330","PDE6D"
"11331","PDE6G"
"11332","PDE6H"
"11333","PDE7A"
"11334","PDE7B"
"11335","PDE8A"
"11336","PDE8B"
"11337","PDE9A"
"11338","PDF"
"11339","PDGFA"
"11340","PDGFB"
"11341","PDGFC"
"11342","PDGFD"
"11343","PDGFRA"
"11344","PDGFRB"
"11345","PDGFRL"
"11346","PDHA1"
"11347","PDHA2"
"11348","PDHB"
"11349","PDHX"
"11350","PDIA2"
"11351","PDIA4"
"11352","PDIA5"
"11353","PDIA6"
"11354","PDIK1L"
"11355","PDILT"
"11356","PDK1"
"11357","PDK2"
"11358","PDK3"
"11359","PDK4"
"11360","PDLIM1"
"11361","PDLIM2"
"11362","PDLIM3"
"11363","PDLIM4"
"11364","PDLIM5"
"11365","PDLIM7"
"11366","PDP1"
"11367","PDP2"
"11368","PDPK1"
"11369","PDPN"
"11370","PDPR"
"11371","PDRG1"
"11372","PDS5A"
"11373","PDS5B"
"11374","PDSS1,LOC102723904"
"11375","PDSS2"
"11376","PDX1"
"11377","PDXDC2P-NPIPB14P,LOC102724985,PDXDC1"
"11378","PDXK"
"11379","PDXP"
"11380","PDYN"
"11381","PDZD11"
"11382","PDZD2"
"11383","PDZD3"
"11384","PDZD4"
"11385","PDZD7"
"11386","PDZD9"
"11387","PDZK1"
"11388","PDZK1IP1"
"11389","PDZRN3"
"11390","PDZRN4"
"11391","PEA15"
"11392","PEAK1"
"11393","PEAR1"
"11394","PEBP1"
"11395","PEBP4"
"11396","PECAM1"
"11397","PECR"
"11398","PEF1"
"11399","PEG10"
"11400","PEG3"
"11401","PELI1"
"11402","PELI2"
"11403","PELI3"
"11404","PELO"
"11405","PELP1"
"11406","PEMT"
"11407","PENK"
"11408","PEPD"
"11409","PER1"
"11410","PER2"
"11411","PER3"
"11412","PERCC1"
"11413","PERM1"
"11414","PERP"
"11415","PES1"
"11416","PET100"
"11417","PET117"
"11418","PEX1"
"11419","PEX10"
"11420","PEX11A"
"11421","PEX11B"
"11422","PEX11G"
"11423","PEX12"
"11424","PEX13"
"11425","PEX14"
"11426","PEX16"
"11427","PEX19"
"11428","PEX2"
"11429","PEX26"
"11430","PEX3"
"11431","PEX5"
"11432","PEX5L"
"11433","PEX6"
"11434","PEX7"
"11435","PF4"
"11436","PF4V1"
"11437","PFAS"
"11438","PFDN1"
"11439","PFDN2"
"11440","PFDN4"
"11441","PFDN5"
"11442","PFDN6"
"11443","PFKFB1"
"11444","PFKFB3"
"11445","PFKFB4"
"11446","PFKL"
"11447","PFKM"
"11448","PFKP"
"11449","PFN1"
"11450","PFN2"
"11451","PFN3"
"11452","PFN4"
"11453","PGA4,PGA3,PGA5"
"11454","PGAM1,PGAM4"
"11455","PGAM2,DBNL"
"11456","PGAM5"
"11457","PGAP1"
"11458","PGAP2"
"11459","PGAP3"
"11460","PGAP4,TMEM246"
"11461","PGBD1"
"11462","PGBD2"
"11463","PGBD3,ERCC6"
"11464","PGBD4"
"11465","PGBD5"
"11466","PGC"
"11467","PGD"
"11468","PGF"
"11469","PGGHG"
"11470","PGGT1B"
"11471","PGK1"
"11472","PGK2"
"11473","PGLS"
"11474","PGLYRP1"
"11475","PGLYRP2"
"11476","PGLYRP3"
"11477","PGLYRP4"
"11478","PGM1"
"11479","PGM2"
"11480","PGM2L1"
"11481","PGM3"
"11482","PGM5"
"11483","PGP"
"11484","PGPEP1"
"11485","PGPEP1L"
"11486","PGR"
"11487","PGRMC1"
"11488","PGRMC2"
"11489","PGS1"
"11490","PHACTR1"
"11491","PHACTR2"
"11492","PHACTR3"
"11493","PHACTR4"
"11494","PHAX"
"11495","PHB"
"11496","PHB2"
"11497","PHC1"
"11498","PHC2"
"11499","PHC3"
"11500","PHETA1"
"11501","PHETA2"
"11502","PHEX"
"11503","PHF1"
"11504","PHF10"
"11505","PHF12"
"11506","PHF13"
"11507","PHF14"
"11508","PHF19"
"11509","PHF2"
"11510","PHF20"
"11511","PHF20L1"
"11512","PHF21B"
"11513","PHF23"
"11514","PHF24"
"11515","PHF3"
"11516","PHF5A"
"11517","PHF6"
"11518","PHF7"
"11519","PHF8"
"11520","PHGDH"
"11521","PHGR1"
"11522","PHIP"
"11523","PHKA1"
"11524","PHKA2"
"11525","PHKB"
"11526","PHKG1"
"11527","PHKG2"
"11528","PHLDA1"
"11529","PHLDA2"
"11530","PHLDA3"
"11531","PHLDB1"
"11532","PHLDB2"
"11533","PHLDB3"
"11534","PHLPP1"
"11535","PHLPP2"
"11536","PHOSPHO1"
"11537","PHOSPHO2"
"11538","PHOSPHO2-KLHL23,KLHL23"
"11539","PHOX2A"
"11540","PHOX2B"
"11541","PHPT1"
"11542","PHRF1"
"11543","PHTF1"
"11544","PHTF2"
"11545","PHYH"
"11546","PHYHD1"
"11547","PHYHIP"
"11548","PHYHIPL"
"11549","PHYKPL"
"11550","PI15"
"11551","PI16"
"11552","PI3"
"11553","PI4K2A"
"11554","PI4K2B"
"11555","PI4KA"
"11556","PIANP"
"11557","PIAS1"
"11558","PIAS2"
"11559","PIAS3"
"11560","PIAS4"
"11561","PIBF1"
"11562","PICALM"
"11563","PICK1"
"11564","PID1"
"11565","PIDD1"
"11566","PIEZO1"
"11567","PIEZO2"
"11568","PIF1"
"11569","PIFO"
"11570","PIGA"
"11571","PIGB"
"11572","PIGBOS1"
"11573","PIGC"
"11574","PIGF"
"11575","PIGG"
"11576","PIGH"
"11577","PIGK"
"11578","PIGL"
"11579","PIGM"
"11580","PIGN"
"11581","PIGO"
"11582","PIGP"
"11583","PIGQ"
"11584","PIGR"
"11585","PIGS"
"11586","PIGT"
"11587","PIGU"
"11588","PIGV"
"11589","PIGW"
"11590","PIGX"
"11591","PIGZ"
"11592","PIH1D1"
"11593","PIH1D2"
"11594","PIH1D3"
"11595","PIK3AP1"
"11596","PIK3C2A"
"11597","PIK3C2B"
"11598","PIK3C2G"
"11599","PIK3C3"
"11600","PIK3CA"
"11601","PIK3CB"
"11602","PIK3CD"
"11603","PIK3CG"
"11604","PIK3IP1"
"11605","PIK3R1"
"11606","PIK3R2"
"11607","PIK3R3,LOC110117498-PIK3R3"
"11608","PIK3R4"
"11609","PIK3R5"
"11610","PIK3R6"
"11611","PIKFYVE"
"11612","PILRA"
"11613","PIM1"
"11614","PIM2"
"11615","PIM3"
"11616","PIMREG"
"11617","PIN1"
"11618","PIN4"
"11619","PINK1,PINK1-AS"
"11620","PINLYP"
"11621","PINX1"
"11622","PIP"
"11623","PIP4K2A"
"11624","PIP4K2B"
"11625","PIP4K2C"
"11626","PIP4P1"
"11627","PIP4P2"
"11628","PIP5K1A"
"11629","PIP5K1B"
"11630","PIP5K1C"
"11631","PIP5KL1"
"11632","PIPOX"
"11633","PIR"
"11634","PIRT"
"11635","PISD"
"11636","PITHD1"
"11637","PITPNA"
"11638","PITPNB"
"11639","PITPNC1"
"11640","PITPNM1"
"11641","PITPNM2"
"11642","PITPNM3"
"11643","PITRM1"
"11644","PITX1"
"11645","PITX2"
"11646","PITX3"
"11647","PIWIL1"
"11648","PIWIL2"
"11649","PIWIL3"
"11650","PIWIL4"
"11651","PJA1"
"11652","PJA2"
"11653","PJVK"
"11654","PKD1"
"11655","PKD1L1"
"11656","PKD1L2"
"11657","PKD1L3"
